Entity,Code,Year,Gas Consumption - TWh,Coal Consumption - TWh,Oil Consumption - TWh
Greece,GRC,1969,0,25.551109313964844,73.09414672851562
Greece,GRC,1970,0,29.4006404876709,79.16741180419922
Greece,GRC,1971,0,43.33338165283203,87.45738983154297
Greece,GRC,1972,0,46.28739929199219,101.31321716308594
Greece,GRC,1973,0,54.44002914428711,117.92021179199219
Greece,GRC,1974,0,57.335899353027344,110.66204833984375
Greece,GRC,1975,0,75.08328247070312,117.24805450439453
Greece,GRC,1976,0,88.72527313232422,124.79239654541016
Greece,GRC,1977,0,94.3658218383789,127.14097595214844
Greece,GRC,1978,0,83.91045379638672,138.4366912841797
Greece,GRC,1979,0,46.066429138183594,146.4254608154297
Greece,GRC,1980,0,46.066429138183594,144.97279357910156
Greece,GRC,1981,0,45.60123062133789,140.84197998046875
Greece,GRC,1982,0.843500018119812,46.29903030395508,141.51080322265625
Greece,GRC,1983,0.8040000200271606,56.77766036987305,135.79776000976562
Greece,GRC,1984,0.8845000267028809,60.62718963623047,139.1630401611328
Greece,GRC,1985,0.831250011920929,70.30335235595703,141.48158264160156
Greece,GRC,1986,1.1387499570846558,67.09346771240234,143.58203125
Greece,GRC,1987,1.2999999523162842,76.59517669677734,155.9617156982422
Greece,GRC,1988,1.559249997138977,85.96896362304688,161.0731658935547
Greece,GRC,1989,1.5724999904632568,92.4236068725586,177.45236206054688
Greece,GRC,1990,1.6065000295639038,93.72660064697266,186.7425537109375
Greece,GRC,1991,1.5870000123977661,90.17141723632812,190.55426025390625
Greece,GRC,1992,1.4665000438690186,94.0882339477539,194.52259826660156
Greece,GRC,1993,1.0815000534057617,94.04727172851562,198.5120391845703
Greece,GRC,1994,0.5532500147819519,94.24909210205078,203.04324340820312
Greece,GRC,1995,0.5102499723434448,93.93197631835938,211.8128662109375
Greece,GRC,1996,0.5732499957084656,91.37747192382812,219.8805389404297
Greece,GRC,1997,1.9887499809265137,98.4109878540039,222.0585174560547
Greece,GRC,1998,8.14516544342041,102.95044708251953,232.4791717529297
Greece,GRC,1999,14.603706359863281,99.02892303466797,227.01150512695312
Greece,GRC,2000,19.60187530517578,104.94780731201172,236.2486572265625
Greece,GRC,2001,19.344768524169922,108.47605895996094,239.57070922851562
Greece,GRC,2002,20.805139541625977,104.36563110351562,240.72467041015625
Greece,GRC,2003,23.52019500732422,104.927490234375,252.75018310546875
Greece,GRC,2004,25.8547306060791,107.55802917480469,247.72808837890625
Greece,GRC,2005,26.032499313354492,106.09819793701172,249.0912628173828
Greece,GRC,2006,30.69300079345703,97.7074203491211,260.4898376464844
Greece,GRC,2007,38.86781311035156,103.01638793945312,263.4405212402344
Greece,GRC,2008,40.52680206298828,96.96925354003906,252.57150268554688
Greece,GRC,2009,34.03144454956055,98.00819396972656,236.808837890625
Greece,GRC,2010,37.29560852050781,91.50558471679688,214.71914672851562
Greece,GRC,2011,45.9898796081543,91.84949493408203,204.57789611816406
Greece,GRC,2012,42.2681770324707,94.65889739990234,178.33143615722656
Greece,GRC,2013,37.30692672729492,81.2612075805664,164.76158142089844
Greece,GRC,2014,28.442689895629883,78.09800720214844,163.35301208496094
Greece,GRC,2015,30.71388053894043,65.44080352783203,170.19883728027344
Greece,GRC,2016,39.97800064086914,50.69211196899414,169.91696166992188
Greece,GRC,2017,48.2130012512207,2.1881844997406006,173.99319458007812
Greece,GRC,2018,47.20589828491211,54.77490234375,171.97283935546875
Greece,GRC,2019,51.82469940185547,37.17534255981445,177.1958465576172
Greece,GRC,2020,63.42660140991211,21.29485511779785,143.45924377441406
Greece,GRC,2021,69.8031005859375,20.551164627075195,143.1943359375
High-income countries,,1965,4673.5673828125,10125.5859375,13575.5771484375
High-income countries,,1966,5065.58203125,10074.8466796875,14572.970703125
High-income countries,,1967,5409.42626953125,9887.056640625,15634.72265625
High-income countries,,1968,5928.29150390625,10106.72265625,17000.9609375
High-income countries,,1969,6529.72119140625,10231.0595703125,18463.322265625
High-income countries,,1970,7092.97998046875,10071.8037109375,20043.296875
High-income countries,,1971,7548.8994140625,9547.55859375,21010.232421875
High-income countries,,1972,7961.54541015625,9469.3330078125,22538.25390625
High-income countries,,1973,8184.962890625,9852.7158203125,24235.78125
High-income countries,,1974,8248.3369140625,9762.091796875,23194.98046875
High-income countries,,1975,7946.76318359375,9575.90625,22367.494140625
High-income countries,,1976,8255.5146484375,10112.5966796875,23883.923828125
High-income countries,,1977,8336.486328125,10238.46484375,24498.3828125
High-income countries,,1978,8535.3701171875,10165.8203125,25392.90625
High-income countries,,1979,8977.4853515625,10801.54296875,25561.677734375
High-income countries,,1980,8904.517578125,11183.7744140625,23700.66796875
High-income countries,,1981,8755.587890625,11303.271484375,22347.607421875
High-income countries,,1982,8369.005859375,11162.880859375,21244.451171875
High-income countries,,1983,8183.79541015625,11402.771484375,20938.72265625
High-income countries,,1984,8873.849609375,11893.64453125,21505.841796875
High-income countries,,1985,8958.6103515625,12387.56640625,21483.630859375
High-income countries,,1986,8814.5498046875,12237.791015625,22258.96484375
High-income countries,,1987,9308.1826171875,12575.2109375,22552.796875
High-income countries,,1988,9648.607421875,12868.478515625,23469.373046875
High-income countries,,1989,10156.54296875,12943.05078125,23778.515625
High-income countries,,1990,10363.5009765625,12619.90234375,23982.53515625
High-income countries,,1991,10740.068359375,12347.9892578125,24062.05078125
High-income countries,,1992,11035.203125,12051.5166015625,24649.3671875
High-income countries,,1993,11461.9130859375,12025.8759765625,24736.21484375
High-income countries,,1994,11777.490234375,11993.1728515625,25565.98046875
High-income countries,,1995,12419.8125,12058.037109375,26004.318359375
High-income countries,,1996,13043.3271484375,12418.46484375,26706.677734375
High-income countries,,1997,13208.306640625,12515.4365234375,27089.4921875
High-income countries,,1998,13305.64453125,12465.7392578125,27285.4609375
High-income countries,,1999,13662.5029296875,12372.818359375,27794.53515625
High-income countries,,2000,14216.2158203125,12920.080078125,27797.224609375
High-income countries,,2001,14171.5791015625,12856.5908203125,27940.2890625
High-income countries,,2002,14520.2412109375,12975.7568359375,28004.3359375
High-income countries,,2003,14735.6396484375,13334.958984375,28451.6015625
High-income countries,,2004,15068.1015625,13384.171875,29090.794921875
High-income countries,,2005,15256.2861328125,13470.6494140625,29155.564453125
High-income countries,,2006,15302.0751953125,13520.8525390625,29075.525390625
High-income countries,,2007,15879.7314453125,13737.42578125,29018.560546875
High-income countries,,2008,16274.0634765625,13470.087890625,28185.54296875
High-income countries,,2009,15747.6376953125,12025.9833984375,27061.583984375
High-income countries,,2010,16917.958984375,12748.3662109375,27545.841796875
High-income countries,,2011,16895.95703125,12490.5048828125,27303.255859375
High-income countries,,2012,17383.90234375,11961.13671875,27147.650390625
High-income countries,,2013,17718.455078125,12140.87109375,27123.900390625
High-income countries,,2014,17466.12890625,11903.400390625,27108.2265625
High-income countries,,2015,17998.361328125,11136.1611328125,27604.87109375
High-income countries,,2016,18346.16796875,10467.146484375,27985.953125
High-income countries,,2017,18555.3203125,10313.7705078125,28144.025390625
High-income countries,,2018,19442.416015625,10001.6708984375,28328.3046875
High-income countries,,2019,19902.830078125,8839.576171875,28055.107421875
High-income countries,,2020,19457.43359375,7560.8447265625,24824.3984375
High-income countries,,2021,19818.712890625,8211.1748046875,26192.267578125
Hong Kong,HKG,1965,0,1.4304900169372559,24.87152099609375
Hong Kong,HKG,1966,0,1.2327799797058105,27.293041229248047
Hong Kong,HKG,1967,0,0.9885500073432922,32.704254150390625
Hong Kong,HKG,1968,0,0.7094299793243408,35.718658447265625
Hong Kong,HKG,1969,0,0.41868001222610474,42.38125991821289
Hong Kong,HKG,1970,0,0.2442300021648407,45.73744583129883
Hong Kong,HKG,1971,0,0.31400999426841736,48.24564743041992
Hong Kong,HKG,1972,0,0.15118999779224396,55.002899169921875
Hong Kong,HKG,1973,0,0.0814099982380867,57.120670318603516
Hong Kong,HKG,1974,0,0.0814099982380867,58.476112365722656
Hong Kong,HKG,1975,0,0.06977999955415726,55.05731201171875
Hong Kong,HKG,1976,0,0.09303999692201614,64.99793243408203
Hong Kong,HKG,1977,0,0.0814099982380867,70.202392578125
Hong Kong,HKG,1978,0,0.058150000870227814,72.95870208740234
Hong Kong,HKG,1979,0,0.04651999846100807,74.71643829345703
Hong Kong,HKG,1980,0,0.023259999230504036,76.37256622314453
Hong Kong,HKG,1981,0,0.4070500135421753,81.00213623046875
Hong Kong,HKG,1982,0,10.408849716186523,78.94145202636719
Hong Kong,HKG,1983,0,24.446260452270508,70.2967300415039
Hong Kong,HKG,1984,0,31.9127197265625,65.15005493164062
Hong Kong,HKG,1985,0,39.507110595703125,61.261138916015625
Hong Kong,HKG,1986,0,45.717529296875,59.87338638305664
Hong Kong,HKG,1987,0,57.28937911987305,58.73012161254883
Hong Kong,HKG,1988,0,66.27937316894531,67.36971282958984
Hong Kong,HKG,1989,0,71.01277923583984,71.8466796875
Hong Kong,HKG,1990,0,63.8719596862793,75.48578643798828
Hong Kong,HKG,1991,0,68.91938018798828,75.47003173828125
Hong Kong,HKG,1992,0,73.05966186523438,96.86925506591797
Hong Kong,HKG,1993,0,84.6082534790039,100.89405822753906
Hong Kong,HKG,1994,0,60.44110870361328,107.65178680419922
Hong Kong,HKG,1995,0.30394721031188965,65.15126037597656,115.22543334960938
Hong Kong,HKG,1996,19.268680572509766,48.41569137573242,112.90665435791016
Hong Kong,HKG,1997,30.08659553527832,40.8561897277832,111.75032806396484
Hong Kong,HKG,1998,28.225656509399414,50.788211822509766,107.21990203857422
Hong Kong,HKG,1999,31.124637603759766,43.413612365722656,114.08350372314453
Hong Kong,HKG,2000,28.136943817138672,50.44972229003906,118.88865661621094
Hong Kong,HKG,2001,28.396699905395508,79.6883316040039,141.33518981933594
Hong Kong,HKG,2002,26.977535247802734,61.988609313964844,154.4663848876953
Hong Kong,HKG,2003,17.347585678100586,78.61528015136719,155.4425811767578
Hong Kong,HKG,2004,25.06097984313965,73.40638732910156,183.0595703125
Hong Kong,HKG,2005,25.11876106262207,79.86222076416016,165.1094970703125
Hong Kong,HKG,2006,27.556842803955078,79.73416900634766,178.45948791503906
Hong Kong,HKG,2007,25.744291305541992,86.99805450439453,191.26966857910156
Hong Kong,HKG,2008,29.78086280822754,79.72166442871094,173.34849548339844
Hong Kong,HKG,2009,28.922624588012695,83.2477798461914,196.6848602294922
Hong Kong,HKG,2010,35.94313049316406,72.42305755615234,212.6366729736328
Hong Kong,HKG,2011,28.625381469726562,86.14694213867188,214.10520935058594
Hong Kong,HKG,2012,26.359235763549805,84.79666900634766,205.13832092285156
Hong Kong,HKG,2013,24.833276748657227,90.37638854980469,209.56561279296875
Hong Kong,HKG,2014,23.870397567749023,94.72611236572266,198.40916442871094
Hong Kong,HKG,2015,30.456371307373047,77.90110778808594,217.8604736328125
Hong Kong,HKG,2016,31.26565170288086,77.89527893066406,225.61048889160156
Hong Kong,HKG,2017,31.1613826751709,72.96778106689453,254.9552001953125
Hong Kong,HKG,2018,30.173500061035156,74.9405517578125,258.1130065917969
Hong Kong,HKG,2019,31.161623001098633,71.7691650390625,241.28253173828125
Hong Kong,HKG,2020,49.442588806152344,38.23055648803711,169.85096740722656
Hong Kong,HKG,2021,48.254669189453125,42.46500015258789,151.88185119628906
Hungary,HUN,1965,13.597249984741211,126.88330078125,44.27309036254883
Hungary,HUN,1966,16.856250762939453,121.6846923828125,48.62621307373047
Hungary,HUN,1967,21.634750366210938,105.56551361083984,51.4496955871582
Hungary,HUN,1968,27.229000091552734,104.19316864013672,53.9205436706543
Hungary,HUN,1969,32.41600036621094,105.7515869140625,60.313941955566406
Hungary,HUN,1970,36.35300064086914,107.47283172607422,70.05364227294922
Hungary,HUN,1971,37.855499267578125,104.03034973144531,78.92729187011719
Hungary,HUN,1972,40.85974884033203,101.0995864868164,85.9933853149414
Hungary,HUN,1973,48.52024841308594,101.62294006347656,96.75220489501953
Hungary,HUN,1974,51.675498962402344,96.92442321777344,105.9219970703125
Hungary,HUN,1975,57.40325164794922,92.34220123291016,119.49148559570312
Hungary,HUN,1976,68.92725372314453,93.56334686279297,125.17623138427734
Hungary,HUN,1977,74.27974700927734,95.16828918457031,133.0910186767578
Hungary,HUN,1978,81.34124755859375,95.07524871826172,147.21310424804688
Hungary,HUN,1979,85.92224884033203,95.80793762207031,138.70980834960938
Hungary,HUN,1980,92.7197494506836,93.9471435546875,134.84071350097656
Hungary,HUN,1981,94.84100341796875,94.40071105957031,128.84254455566406
Hungary,HUN,1982,99.04875183105469,98.42469024658203,122.05012512207031
Hungary,HUN,1983,98.7457504272461,92.52828216552734,115.73053741455078
Hungary,HUN,1984,100.56549835205078,90.03945922851562,121.19100189208984
Hungary,HUN,1985,102.6675033569336,88.43451690673828,123.43375396728516
Hungary,HUN,1986,108.90225219726562,87.39945220947266,114.00161743164062
Hungary,HUN,1987,108.11624908447266,87.3529281616211,119.5118637084961
Hungary,HUN,1988,106.93824768066406,82.42180633544922,110.64611053466797
Hungary,HUN,1989,108.947998046875,73.82723999023438,107.24679565429688
Hungary,HUN,1990,103.65888977050781,71.60919952392578,108.34432220458984
Hungary,HUN,1991,102.78944396972656,66.6833724975586,92.70760345458984
Hungary,HUN,1992,90.36000061035156,60.13497543334961,98.7859115600586
Hungary,HUN,1993,97.23777770996094,54.16963195800781,90.0505142211914
Hungary,HUN,1994,98.19611358642578,51.38703918457031,93.48406219482422
Hungary,HUN,1995,106.70388793945312,50.546749114990234,89.05665588378906
Hungary,HUN,1996,119.0616683959961,49.91667938232422,82.20682525634766
Hungary,HUN,1997,112.91388702392578,47.68172073364258,84.08113861083984
Hungary,HUN,1998,113.69833374023438,46.27174758911133,89.22077941894531
Hungary,HUN,1999,115.19583129882812,48.17066955566406,84.5387191772461
Hungary,HUN,2000,112.30805206298828,44.99306106567383,81.93965148925781
Hungary,HUN,2001,124.5647201538086,42.74956512451172,79.09835052490234
Hungary,HUN,2002,125.72666931152344,41.24687576293945,77.13689422607422
Hungary,HUN,2003,138.23472595214844,42.210479736328125,72.2718505859375
Hungary,HUN,2004,136.2133331298828,40.02381896972656,76.8084487915039
Hungary,HUN,2005,140.65249633789062,35.593605041503906,88.59307098388672
Hungary,HUN,2006,133.24221801757812,35.72894287109375,93.62163543701172
Hungary,HUN,2007,124.49722290039062,36.33452606201172,93.2751235961914
Hungary,HUN,2008,122.82250213623047,35.293922424316406,88.61869049072266
Hungary,HUN,2009,106.43638610839844,29.71732521057129,84.132080078125
Hungary,HUN,2010,114.15416717529297,31.308727264404297,78.89961242675781
Hungary,HUN,2011,109.1352767944336,31.5474796295166,76.94261169433594
Hungary,HUN,2012,97.39971923828125,30.353473663330078,72.07355499267578
Hungary,HUN,2013,90.8013916015625,26.576934814453125,70.47860717773438
Hungary,HUN,2014,81.19611358642578,26.271076202392578,78.43843841552734
Hungary,HUN,2015,87.1066665649414,27.226085662841797,84.04167938232422
Hungary,HUN,2016,93.36222076416016,25.50650978088379,83.49990844726562
Hungary,HUN,2017,99.34139251708984,26.144309997558594,90.49847412109375
Hungary,HUN,2018,96.22416687011719,24.698467254638672,97.06159210205078
Hungary,HUN,2019,98.44000244140625,21.386987686157227,98.02886199951172
Hungary,HUN,2020,101.92972564697266,19.59499168395996,89.64947509765625
Hungary,HUN,2021,107.86583709716797,16.831769943237305,94.82250213623047
Iceland,ISL,1965,0,0.07602083683013916,5.612465858459473
Iceland,ISL,1966,0,0.05597666651010513,6.051159381866455
Iceland,ISL,1967,0,0.04302138835191727,5.871542453765869
Iceland,ISL,1968,0,0.03397722169756889,6.269312858581543
Iceland,ISL,1969,0,0.023944444954395294,5.749499797821045
Iceland,ISL,1970,0,0.01600000075995922,5.875635147094727
Iceland,ISL,1971,0,0.010999999940395355,6.399699687957764
Iceland,ISL,1972,0,0.007944444194436073,6.8569254875183105
Iceland,ISL,1973,0,0.004999999888241291,7.939724922180176
Iceland,ISL,1974,0,0.0040277778171002865,7.410026550292969
Iceland,ISL,1975,0,0.002706666709855199,6.960410118103027
Iceland,ISL,1976,0,0.0027533334214240313,6.993077278137207
Iceland,ISL,1977,0,0.002508333418518305,7.313648223876953
Iceland,ISL,1978,0,0.002123333280906081,7.706604480743408
Iceland,ISL,1979,0,0.1833299994468689,7.482763290405273
Iceland,ISL,1980,0,0.2444400042295456,6.962151050567627
Iceland,ISL,1981,0,0.41554805636405945,6.795263767242432
Iceland,ISL,1982,0,0.38756805658340454,6.210005760192871
Iceland,ISL,1983,0,0.5539438724517822,6.033722877502441
Iceland,ISL,1984,0,0.7655919194221497,6.29586935043335
Iceland,ISL,1985,0,0.8185280561447144,6.274548053741455
Iceland,ISL,1986,0,0.9219838976860046,6.36476993560791
Iceland,ISL,1987,0,0.7353838682174683,6.882993698120117
Iceland,ISL,1988,0,0.7415438890457153,7.19540548324585
Iceland,ISL,1989,0,0.7921919226646423,7.6968536376953125
Iceland,ISL,1990,0,0.7556561231613159,7.847220420837402
Iceland,ISL,1991,0,0.7795280814170837,7.368016719818115
Iceland,ISL,1992,0,0.6140719652175903,7.940361022949219
Iceland,ISL,1993,0,0.6343200206756592,8.2384614944458
Iceland,ISL,1994,0,0.6266880631446838,8.346259117126465
Iceland,ISL,1995,0,0.7371680736541748,8.396833419799805
Iceland,ISL,1996,0,0.7302080392837524,9.381994247436523
Iceland,ISL,1997,0,0.7573680281639099,9.20710563659668
Iceland,ISL,1998,0,0.6799038648605347,9.43303394317627
Iceland,ISL,1999,0,0.7951919436454773,9.417009353637695
Iceland,ISL,2000,0,1.0996719598770142,9.598543167114258
Iceland,ISL,2001,0,1.1929680109024048,9.007859230041504
Iceland,ISL,2002,0,1.1883333921432495,9.370295524597168
Iceland,ISL,2003,0,1.1666666269302368,9.47095012664795
Iceland,ISL,2004,0,1.2222222089767456,9.906973838806152
Iceland,ISL,2005,0,1.1666666269302368,10.089533805847168
Iceland,ISL,2006,0,1.1944444179534912,10.258591651916504
Iceland,ISL,2007,0,1.2777777910232544,10.291719436645508
Iceland,ISL,2008,0,1.1111111640930176,9.528945922851562
Iceland,ISL,2009,0,1.0277777910232544,8.832884788513184
Iceland,ISL,2010,0,1.0833333730697632,8.459281921386719
Iceland,ISL,2011,0,1.0833333730697632,8.344928741455078
Iceland,ISL,2012,0,1.1083333492279053,8.255022048950195
Iceland,ISL,2013,0,1.274999976158142,8.627571105957031
Iceland,ISL,2014,0,1.0444444417953491,9.023056983947754
Iceland,ISL,2015,0,1.1555556058883667,9.844437599182129
Iceland,ISL,2016,0,1.3444443941116333,10.842628479003906
Iceland,ISL,2017,0,1.3333333730697632,12.105061531066895
Iceland,ISL,2018,0,1.3333333730697632,13.107481956481934
Iceland,ISL,2019,0,1.3055555820465088,11.098069190979004
Iceland,ISL,2020,0,0,7.312896728515625
Iceland,ISL,2021,,0,7.448796272277832
India,IND,1965,2.3725199699401855,413.4073486328125,146.99513244628906
India,IND,1966,2.6632699966430664,412.4153747558594,164.14968872070312
India,IND,1967,3.5587799549102783,419.2852478027344,169.3602294921875
India,IND,1968,3.954200029373169,433.82470703125,189.77088928222656
India,IND,1969,4.745039939880371,460.8412170410156,227.9288330078125
India,IND,1970,6.328465938568115,436.8088684082031,226.89144897460938
India,IND,1971,6.706218719482422,442.8721923828125,243.33245849609375
India,IND,1972,7.3559064865112305,467.6830749511719,262.3832702636719
India,IND,1973,7.33665657043457,461.44940185546875,276.9590759277344
India,IND,1974,8.30396842956543,520.8560791015625,271.54296875
India,IND,1975,10.630812644958496,559.9061889648438,278.09283447265625
India,IND,1976,12.91434383392334,583.0348510742188,293.2586975097656
India,IND,1977,13.792625427246094,610.34619140625,315.0440368652344
India,IND,1978,15.404812812805176,590.6641235351562,342.37451171875
India,IND,1979,19.15856170654297,627.4928588867188,369.4727478027344
India,IND,1980,11.331031799316406,659.5650024414062,376.816162109375
India,IND,1981,19.781782150268555,742.1423950195312,405.6552734375
India,IND,1982,25.93456268310547,733.904052734375,422.6563415527344
India,IND,1983,30.857749938964844,779.0480346679688,444.3529357910156
India,IND,1984,35.34059524536133,818.3108520507812,477.0670166015625
India,IND,1985,43.2282829284668,857.3970947265625,517.6358032226562
India,IND,1986,60.400245666503906,921.2400512695312,544.2594604492188
India,IND,1987,69.57701110839844,1011.6298217773438,561.7667846679688
India,IND,1988,81.5048828125,1085.557373046875,616.5007934570312
India,IND,1989,96.90459442138672,1179.941162109375,667.7726440429688
India,IND,1990,115.92735290527344,1276.025146484375,694.0582275390625
India,IND,1991,129.10801696777344,1357.877685546875,706.10107421875
India,IND,1992,144.34689331054688,1438.256591796875,744.1865844726562
India,IND,1993,146.6708526611328,1489.6253662109375,752.0427856445312
India,IND,1994,158.56918334960938,1537.287109375,808.2667236328125
India,IND,1995,180.77828979492188,1631.6134033203125,901.3516845703125
India,IND,1996,197.3172149658203,1678.4825439453125,972.7613525390625
India,IND,1997,214.52633666992188,1755.3626708984375,1039.855712890625
India,IND,1998,235.4287567138672,1813.6590576171875,1113.5074462890625
India,IND,1999,241.2336883544922,1796.6739501953125,1222.5789794921875
India,IND,2000,253.62693786621094,1911.166259765625,1281.2371826171875
India,IND,2001,254.27748107910156,1926.953125,1285.022216796875
India,IND,2002,265.54412841796875,2012.7899169921875,1311.63427734375
India,IND,2003,284.26898193359375,2107.983642578125,1336.1466064453125
India,IND,2004,306.6913757324219,2243.528564453125,1414.2177734375
India,IND,2005,343.2563781738281,2456.11328125,1438.14404296875
India,IND,2006,358.7718811035156,2549.864501953125,1519.21044921875
India,IND,2007,388.10260009765625,2790.272705078125,1622.900634765625
India,IND,2008,399.87664794921875,3020.761962890625,1704.718994140625
India,IND,2009,491.0808410644531,3284.9892578125,1793.476806640625
India,IND,2010,589.6162109375,3373.034912109375,1832.5694580078125
India,IND,2011,602.8587646484375,3543.4404296875,1920.2164306640625
India,IND,2012,556.9909057617188,3893.338623046875,2036.41748046875
India,IND,2013,490.1930236816406,4131.126953125,2051.26220703125
India,IND,2014,485.0156555175781,4543.9326171875,2107.812744140625
India,IND,2015,478.0683898925781,4598.2451171875,2277.954345703125
India,IND,2016,507.9098205566406,4688.1103515625,2498.029296875
India,IND,2017,535.9985961914062,4844.00341796875,2571.887451171875
India,IND,2018,579.9628295898438,5160.44970703125,2688.041259765625
India,IND,2019,592.4984130859375,5163.84033203125,2775.61181640625
India,IND,2020,604.699462890625,4833.62353515625,2521.105224609375
India,IND,2021,621.678466796875,5580.1513671875,2612.80712890625
Indonesia,IDN,1965,5.074999809265137,1.5002700090408325,72.54362487792969
Indonesia,IDN,1966,5.176499843597412,1.8375400304794312,69.86446380615234
Indonesia,IDN,1967,6.323450088500977,1.2909300327301025,67.40280151367188
Indonesia,IDN,1968,6.424950122833252,0.9652900099754333,71.29930877685547
Indonesia,IDN,1969,12.108949661254883,1.1629999876022339,76.3340835571289
Indonesia,IDN,1970,12.575849533081055,1.0118099451065063,80.99266815185547
Indonesia,IDN,1971,12.717949867248535,1.1629999876022339,83.9438247680664
Indonesia,IDN,1972,12.474349975585938,1.1629999876022339,90.78369140625
Indonesia,IDN,1973,8.119999885559082,0.7792099714279175,108.37455749511719
Indonesia,IDN,1974,11.43904972076416,0.8489900231361389,113.21974182128906
Indonesia,IDN,1975,23.649499893188477,1.0815900564193726,129.84835815429688
Indonesia,IDN,1976,23.852500915527344,1.0815900564193726,139.89663696289062
Indonesia,IDN,1977,50.75,1.1629999876022339,164.95785522460938
Indonesia,IDN,1978,58.66699981689453,1.5467900037765503,185.9168243408203
Indonesia,IDN,1979,75.71900177001953,2.3259999752044678,202.27560424804688
Indonesia,IDN,1980,71.35449981689453,2.942389965057373,227.56358337402344
Indonesia,IDN,1981,71.25299835205078,3.1401000022888184,249.52279663085938
Indonesia,IDN,1982,67.70050048828125,2.9656500816345215,259.333984375
Indonesia,IDN,1983,90.84249877929688,2.9656500816345215,253.85255432128906
Indonesia,IDN,1984,106.06749725341797,3.105210065841675,273.57244873046875
Indonesia,IDN,1985,125.4540023803711,10.467000007629395,268.88299560546875
Indonesia,IDN,1986,135.29949951171875,16.816980361938477,275.7363586425781
Indonesia,IDN,1987,139.968505859375,26.365209579467773,285.6098327636719
Indonesia,IDN,1988,148.5959930419922,27.539840698242188,300.3826904296875
Indonesia,IDN,1989,166.35850524902344,41.3330192565918,318.60797119140625
Indonesia,IDN,1990,171.73028564453125,39.787925720214844,366.2628479003906
Indonesia,IDN,1991,197.68679809570312,40.26627731323242,390.09222412109375
Indonesia,IDN,1992,215.5959014892578,49.15090560913086,420.5104064941406
Indonesia,IDN,1993,228.69110107421875,57.29673767089844,448.4648132324219
Indonesia,IDN,1994,270.8314514160156,57.31682586669922,443.3411560058594
Indonesia,IDN,1995,285.58441162109375,63.07746887207031,490.8204040527344
Indonesia,IDN,1996,297.30523681640625,75.18890380859375,527.9099731445312
Indonesia,IDN,1997,310.1141357421875,92.72887420654297,584.7649536132812
Indonesia,IDN,1998,298.989501953125,99.51190948486328,557.0962524414062
Indonesia,IDN,1999,324.9172668457031,136.96400451660156,583.228759765625
Indonesia,IDN,2000,330.051513671875,153.0694122314453,637.0120849609375
Indonesia,IDN,2001,341.34588623046875,194.33177185058594,659.388671875
Indonesia,IDN,2002,371.03448486328125,200.455810546875,661.4091186523438
Indonesia,IDN,2003,395.5817565917969,269.08673095703125,679.2622680664062
Indonesia,IDN,2004,362.0218505859375,247.21580505371094,718.9225463867188
Indonesia,IDN,2005,363.9356384277344,283.3166198730469,717.8884887695312
Indonesia,IDN,2006,371.1136169433594,335.692138671875,691.3363037109375
Indonesia,IDN,2007,346.42041015625,421.1647644042969,729.2266235351562
Indonesia,IDN,2008,396.9468688964844,366.3746337890625,743.9419555664062
Indonesia,IDN,2009,421.008056640625,385.7080078125,747.3289794921875
Indonesia,IDN,2010,440.4758605957031,460.2874450683594,791.2341918945312
Indonesia,IDN,2011,427.343017578125,545.09423828125,848.44189453125
Indonesia,IDN,2012,429.71209716796875,562.805908203125,892.1083374023438
Indonesia,IDN,2013,445.0548400878906,493.79119873046875,862.6083374023438
Indonesia,IDN,2014,440.4181213378906,521.9510498046875,859.0770263671875
Indonesia,IDN,2015,457.5555114746094,594.8110961914062,819.1790161132812
Indonesia,IDN,2016,446.30767822265625,620.4078369140625,790.218505859375
Indonesia,IDN,2017,432.15338134765625,664.8058471679688,847.52001953125
Indonesia,IDN,2018,445.2858581542969,788.476318359375,874.2885131835938
Indonesia,IDN,2019,439.98809814453125,948.379150390625,849.87451171875
Indonesia,IDN,2020,375.17645263671875,903.6278686523438,749.008544921875
Indonesia,IDN,2021,370.8069763183594,911.55322265625,786.1714477539062
Iran,IRN,1965,7.813278675079346,2.453929901123047,81.93970489501953
Iran,IRN,1966,8.191686630249023,2.69815993309021,89.68451690673828
Iran,IRN,1967,8.587943077087402,2.9772799015045166,99.2054443359375
Iran,IRN,1968,9.173318862915039,3.2796599864959717,109.47245788574219
Iran,IRN,1969,10.763925552368164,3.6169300079345703,119.56593322753906
Iran,IRN,1970,25.524555206298828,3.9890899658203125,129.19635009765625
Iran,IRN,1971,29.5434627532959,2.810412883758545,141.6466522216797
Iran,IRN,1972,33.81794738769531,4.391080856323242,157.65855407714844
Iran,IRN,1973,41.07707214355469,7.383247375488281,189.24191284179688
Iran,IRN,1974,41.76508331298828,8.086141586303711,219.95901489257812
Iran,IRN,1975,42.608829498291016,14.979475021362305,257.91961669921875
Iran,IRN,1976,47.99568557739258,14.805025100708008,292.3251037597656
Iran,IRN,1977,49.080726623535156,14.977357864379883,339.1593322753906
Iran,IRN,1978,38.00843048095703,9.151670455932617,340.15069580078125
Iran,IRN,1979,50.92070007324219,13.209831237792969,357.9211730957031
Iran,IRN,1980,45.354042053222656,13.911492347717285,330.28472900390625
Iran,IRN,1981,49.2804069519043,11.616997718811035,328.6183776855469
