"Havaintoasema","Vuosi","Kuukausi","Päivä","Aika [Paikallinen aika]","N2000-järjestelmässä [mm]"
"Pietarsaari Leppäluoto","2001","1","9","20:00","216"
"Pietarsaari Leppäluoto","2001","1","9","21:00","203"
"Pietarsaari Leppäluoto","2001","1","9","22:00","195"
"Pietarsaari Leppäluoto","2001","1","9","23:00","183"
"Pietarsaari Leppäluoto","2001","1","10","00:00","183"
"Pietarsaari Leppäluoto","2001","1","10","01:00","166"
"Pietarsaari Leppäluoto","2001","1","10","02:00","163"
"Pietarsaari Leppäluoto","2001","1","10","03:00","139"
"Pietarsaari Leppäluoto","2001","1","10","04:00","131"
"Pietarsaari Leppäluoto","2001","1","10","05:00","109"
"Pietarsaari Leppäluoto","2001","1","10","06:00","106"
"Pietarsaari Leppäluoto","2001","1","10","07:00","102"
"Pietarsaari Leppäluoto","2001","1","10","08:00","102"
"Pietarsaari Leppäluoto","2001","1","10","09:00","94"
"Pietarsaari Leppäluoto","2001","1","10","10:00","98"
"Pietarsaari Leppäluoto","2001","1","10","11:00","98"
"Pietarsaari Leppäluoto","2001","1","10","12:00","99"
"Pietarsaari Leppäluoto","2001","1","10","13:00","103"
"Pietarsaari Leppäluoto","2001","1","10","14:00","107"
"Pietarsaari Leppäluoto","2001","1","10","15:00","116"
"Pietarsaari Leppäluoto","2001","1","10","16:00","123"
"Pietarsaari Leppäluoto","2001","1","10","17:00","129"
"Pietarsaari Leppäluoto","2001","1","10","18:00","135"
"Pietarsaari Leppäluoto","2001","1","10","19:00","139"
"Pietarsaari Leppäluoto","2001","1","10","20:00","137"
"Pietarsaari Leppäluoto","2001","1","10","21:00","138"
"Pietarsaari Leppäluoto","2001","1","10","22:00","137"
"Pietarsaari Leppäluoto","2001","1","10","23:00","141"
"Pietarsaari Leppäluoto","2001","1","11","00:00","145"
"Pietarsaari Leppäluoto","2001","1","11","01:00","136"
"Pietarsaari Leppäluoto","2001","1","11","02:00","127"
"Pietarsaari Leppäluoto","2001","1","11","03:00","122"
"Pietarsaari Leppäluoto","2001","1","11","04:00","113"
"Pietarsaari Leppäluoto","2001","1","11","05:00","114"
"Pietarsaari Leppäluoto","2001","1","11","06:00","114"
"Pietarsaari Leppäluoto","2001","1","11","07:00","115"
"Pietarsaari Leppäluoto","2001","1","11","08:00","117"
"Pietarsaari Leppäluoto","2001","1","11","09:00","105"
"Pietarsaari Leppäluoto","2001","1","11","10:00","86"
"Pietarsaari Leppäluoto","2001","1","11","11:00","82"
"Pietarsaari Leppäluoto","2001","1","11","12:00","88"
"Pietarsaari Leppäluoto","2001","1","11","13:00","83"
"Pietarsaari Leppäluoto","2001","1","11","14:00","85"
"Pietarsaari Leppäluoto","2001","1","11","15:00","87"
"Pietarsaari Leppäluoto","2001","1","11","16:00","88"
"Pietarsaari Leppäluoto","2001","1","11","17:00","85"
"Pietarsaari Leppäluoto","2001","1","11","18:00","54"
"Pietarsaari Leppäluoto","2001","1","11","19:00","50"
"Pietarsaari Leppäluoto","2001","1","11","20:00","17"
"Pietarsaari Leppäluoto","2001","1","11","21:00","16"
"Pietarsaari Leppäluoto","2001","1","11","22:00","7"
"Pietarsaari Leppäluoto","2001","1","11","23:00","-2"
"Pietarsaari Leppäluoto","2001","1","12","00:00","-22"
"Pietarsaari Leppäluoto","2001","1","12","01:00","-55"
"Pietarsaari Leppäluoto","2001","1","12","02:00","-70"
"Pietarsaari Leppäluoto","2001","1","12","03:00","-79"
"Pietarsaari Leppäluoto","2001","1","12","04:00","-84"
"Pietarsaari Leppäluoto","2001","1","12","05:00","-81"
"Pietarsaari Leppäluoto","2001","1","12","06:00","-89"
"Pietarsaari Leppäluoto","2001","1","12","07:00","-92"
"Pietarsaari Leppäluoto","2001","1","12","08:00","-89"
"Pietarsaari Leppäluoto","2001","1","12","09:00","-84"
"Pietarsaari Leppäluoto","2001","1","12","10:00","-78"
"Pietarsaari Leppäluoto","2001","1","12","11:00","-70"
"Pietarsaari Leppäluoto","2001","1","12","12:00","-63"
"Pietarsaari Leppäluoto","2001","1","12","13:00","-47"
"Pietarsaari Leppäluoto","2001","1","12","14:00","-34"
"Pietarsaari Leppäluoto","2001","1","12","15:00","-19"
"Pietarsaari Leppäluoto","2001","1","12","16:00","1"
"Pietarsaari Leppäluoto","2001","1","12","17:00","19"
"Pietarsaari Leppäluoto","2001","1","12","18:00","39"
"Pietarsaari Leppäluoto","2001","1","12","19:00","58"
"Pietarsaari Leppäluoto","2001","1","12","20:00","76"
"Pietarsaari Leppäluoto","2001","1","12","21:00","90"
"Pietarsaari Leppäluoto","2001","1","12","22:00","105"
"Pietarsaari Leppäluoto","2001","1","12","23:00","118"
"Pietarsaari Leppäluoto","2001","1","13","00:00","139"
"Pietarsaari Leppäluoto","2001","1","13","01:00","142"
"Pietarsaari Leppäluoto","2001","1","13","02:00","158"
"Pietarsaari Leppäluoto","2001","1","13","03:00","165"
"Pietarsaari Leppäluoto","2001","1","13","04:00","178"
"Pietarsaari Leppäluoto","2001","1","13","05:00","188"
"Pietarsaari Leppäluoto","2001","1","13","06:00","204"
"Pietarsaari Leppäluoto","2001","1","13","07:00","215"
"Pietarsaari Leppäluoto","2001","1","13","08:00","225"
"Pietarsaari Leppäluoto","2001","1","13","09:00","240"
"Pietarsaari Leppäluoto","2001","1","13","10:00","258"
"Pietarsaari Leppäluoto","2001","1","13","11:00","271"
"Pietarsaari Leppäluoto","2001","1","13","12:00","283"
"Pietarsaari Leppäluoto","2001","1","13","13:00","286"
"Pietarsaari Leppäluoto","2001","1","13","14:00","297"
"Pietarsaari Leppäluoto","2001","1","13","15:00","301"
"Pietarsaari Leppäluoto","2001","1","13","16:00","306"
"Pietarsaari Leppäluoto","2001","1","13","17:00","303"
"Pietarsaari Leppäluoto","2001","1","13","18:00","278"
"Pietarsaari Leppäluoto","2001","1","13","19:00","281"
"Pietarsaari Leppäluoto","2001","1","13","20:00","256"
"Pietarsaari Leppäluoto","2001","1","13","21:00","252"
"Pietarsaari Leppäluoto","2001","1","13","22:00","241"
"Pietarsaari Leppäluoto","2001","1","13","23:00","234"
"Pietarsaari Leppäluoto","2001","1","14","00:00","218"
"Pietarsaari Leppäluoto","2001","1","14","01:00","199"
"Pietarsaari Leppäluoto","2001","1","14","02:00","193"
"Pietarsaari Leppäluoto","2001","1","14","03:00","172"
"Pietarsaari Leppäluoto","2001","1","14","04:00","169"
"Pietarsaari Leppäluoto","2001","1","14","05:00","157"
"Pietarsaari Leppäluoto","2001","1","14","06:00","163"
"Pietarsaari Leppäluoto","2001","1","14","07:00","165"
"Pietarsaari Leppäluoto","2001","1","14","08:00","172"
"Pietarsaari Leppäluoto","2001","1","14","09:00","170"
"Pietarsaari Leppäluoto","2001","1","14","10:00","157"
"Pietarsaari Leppäluoto","2001","1","14","11:00","159"
"Pietarsaari Leppäluoto","2001","1","14","12:00","157"
"Pietarsaari Leppäluoto","2001","1","14","13:00","169"
"Pietarsaari Leppäluoto","2001","1","14","14:00","182"
"Pietarsaari Leppäluoto","2001","1","14","15:00","196"
"Pietarsaari Leppäluoto","2001","1","14","16:00","206"
"Pietarsaari Leppäluoto","2001","1","14","17:00","216"
"Pietarsaari Leppäluoto","2001","1","14","18:00","222"
"Pietarsaari Leppäluoto","2001","1","14","19:00","226"
"Pietarsaari Leppäluoto","2001","1","14","20:00","233"
"Pietarsaari Leppäluoto","2001","1","14","21:00","228"
"Pietarsaari Leppäluoto","2001","1","14","22:00","233"
"Pietarsaari Leppäluoto","2001","1","14","23:00","234"
"Pietarsaari Leppäluoto","2001","1","15","00:00","234"
"Pietarsaari Leppäluoto","2001","1","15","01:00","236"
"Pietarsaari Leppäluoto","2001","1","15","02:00","227"
"Pietarsaari Leppäluoto","2001","1","15","03:00","234"
"Pietarsaari Leppäluoto","2001","1","15","04:00","231"
"Pietarsaari Leppäluoto","2001","1","15","05:00","234"
"Pietarsaari Leppäluoto","2001","1","15","06:00","239"
"Pietarsaari Leppäluoto","2001","1","15","07:00","246"
"Pietarsaari Leppäluoto","2001","1","15","08:00","256"
"Pietarsaari Leppäluoto","2001","1","15","09:00","260"
"Pietarsaari Leppäluoto","2001","1","15","10:00","268"
"Pietarsaari Leppäluoto","2001","1","15","11:00","259"
"Pietarsaari Leppäluoto","2001","1","15","12:00","266"
"Pietarsaari Leppäluoto","2001","1","15","13:00","271"
"Pietarsaari Leppäluoto","2001","1","15","14:00","281"
"Pietarsaari Leppäluoto","2001","1","15","15:00","290"
"Pietarsaari Leppäluoto","2001","1","15","16:00","301"
"Pietarsaari Leppäluoto","2001","1","15","17:00","310"
"Pietarsaari Leppäluoto","2001","1","15","18:00","320"
"Pietarsaari Leppäluoto","2001","1","15","19:00","327"
"Pietarsaari Leppäluoto","2001","1","15","20:00","331"
"Pietarsaari Leppäluoto","2001","1","15","21:00","322"
"Pietarsaari Leppäluoto","2001","1","15","22:00","315"
"Pietarsaari Leppäluoto","2001","1","15","23:00","289"
"Pietarsaari Leppäluoto","2001","1","16","00:00","288"
"Pietarsaari Leppäluoto","2001","1","16","01:00","274"
"Pietarsaari Leppäluoto","2001","1","16","02:00","241"
"Pietarsaari Leppäluoto","2001","1","16","03:00","245"
"Pietarsaari Leppäluoto","2001","1","16","04:00","234"
"Pietarsaari Leppäluoto","2001","1","16","05:00","233"
"Pietarsaari Leppäluoto","2001","1","16","06:00","230"
"Pietarsaari Leppäluoto","2001","1","16","07:00","235"
"Pietarsaari Leppäluoto","2001","1","16","08:00","216"
"Pietarsaari Leppäluoto","2001","1","16","09:00","219"
"Pietarsaari Leppäluoto","2001","1","16","10:00","233"
"Pietarsaari Leppäluoto","2001","1","16","11:00","246"
"Pietarsaari Leppäluoto","2001","1","16","12:00","258"
"Pietarsaari Leppäluoto","2001","1","16","13:00","268"
"Pietarsaari Leppäluoto","2001","1","16","14:00","278"
"Pietarsaari Leppäluoto","2001","1","16","15:00","284"
"Pietarsaari Leppäluoto","2001","1","16","16:00","291"
"Pietarsaari Leppäluoto","2001","1","16","17:00","293"
"Pietarsaari Leppäluoto","2001","1","16","18:00","293"
"Pietarsaari Leppäluoto","2001","1","16","19:00","291"
"Pietarsaari Leppäluoto","2001","1","16","20:00","277"
"Pietarsaari Leppäluoto","2001","1","16","21:00","273"
"Pietarsaari Leppäluoto","2001","1","16","22:00","269"
"Pietarsaari Leppäluoto","2001","1","16","23:00","257"
"Pietarsaari Leppäluoto","2001","1","17","00:00","238"
"Pietarsaari Leppäluoto","2001","1","17","01:00","227"
"Pietarsaari Leppäluoto","2001","1","17","02:00","225"
"Pietarsaari Leppäluoto","2001","1","17","03:00","226"
"Pietarsaari Leppäluoto","2001","1","17","04:00","227"
"Pietarsaari Leppäluoto","2001","1","17","05:00","224"
"Pietarsaari Leppäluoto","2001","1","17","06:00","208"
"Pietarsaari Leppäluoto","2001","1","17","07:00","209"
"Pietarsaari Leppäluoto","2001","1","17","08:00","203"
"Pietarsaari Leppäluoto","2001","1","17","09:00","195"
"Pietarsaari Leppäluoto","2001","1","17","10:00","198"
"Pietarsaari Leppäluoto","2001","1","17","11:00","195"
"Pietarsaari Leppäluoto","2001","1","17","12:00","198"
"Pietarsaari Leppäluoto","2001","1","17","13:00","193"
"Pietarsaari Leppäluoto","2001","1","17","14:00","192"
"Pietarsaari Leppäluoto","2001","1","17","15:00","193"
"Pietarsaari Leppäluoto","2001","1","17","16:00","177"
"Pietarsaari Leppäluoto","2001","1","17","17:00","173"
"Pietarsaari Leppäluoto","2001","1","17","18:00","162"
"Pietarsaari Leppäluoto","2001","1","17","19:00","166"
"Pietarsaari Leppäluoto","2001","1","17","20:00","159"
"Pietarsaari Leppäluoto","2001","1","17","21:00","152"
"Pietarsaari Leppäluoto","2001","1","17","22:00","153"
"Pietarsaari Leppäluoto","2001","1","17","23:00","140"
"Pietarsaari Leppäluoto","2001","1","18","00:00","134"
"Pietarsaari Leppäluoto","2001","1","18","01:00","123"
"Pietarsaari Leppäluoto","2001","1","18","02:00","127"
"Pietarsaari Leppäluoto","2001","1","18","03:00","129"
"Pietarsaari Leppäluoto","2001","1","18","04:00","136"
"Pietarsaari Leppäluoto","2001","1","18","05:00","146"
"Pietarsaari Leppäluoto","2001","1","18","06:00","151"
"Pietarsaari Leppäluoto","2001","1","18","07:00","159"
"Pietarsaari Leppäluoto","2001","1","18","08:00","166"
"Pietarsaari Leppäluoto","2001","1","18","09:00","172"
"Pietarsaari Leppäluoto","2001","1","18","10:00","178"
"Pietarsaari Leppäluoto","2001","1","18","11:00","189"
"Pietarsaari Leppäluoto","2001","1","18","12:00","202"
"Pietarsaari Leppäluoto","2001","1","18","13:00","220"
"Pietarsaari Leppäluoto","2001","1","18","14:00","242"
"Pietarsaari Leppäluoto","2001","1","18","15:00","260"
"Pietarsaari Leppäluoto","2001","1","18","16:00","274"
"Pietarsaari Leppäluoto","2001","1","18","17:00","286"
"Pietarsaari Leppäluoto","2001","1","18","18:00","300"
"Pietarsaari Leppäluoto","2001","1","18","19:00","319"
"Pietarsaari Leppäluoto","2001","1","18","20:00","337"
"Pietarsaari Leppäluoto","2001","1","18","21:00","362"
"Pietarsaari Leppäluoto","2001","1","18","22:00","373"
"Pietarsaari Leppäluoto","2001","1","18","23:00","389"
"Pietarsaari Leppäluoto","2001","1","19","00:00","394"
"Pietarsaari Leppäluoto","2001","1","19","01:00","400"
"Pietarsaari Leppäluoto","2001","1","19","02:00","371"
"Pietarsaari Leppäluoto","2001","1","19","03:00","352"
"Pietarsaari Leppäluoto","2001","1","19","04:00","327"
"Pietarsaari Leppäluoto","2001","1","19","05:00","302"
"Pietarsaari Leppäluoto","2001","1","19","06:00","283"
"Pietarsaari Leppäluoto","2001","1","19","07:00","278"
"Pietarsaari Leppäluoto","2001","1","19","08:00","280"
"Pietarsaari Leppäluoto","2001","1","19","09:00","282"
"Pietarsaari Leppäluoto","2001","1","19","10:00","281"
"Pietarsaari Leppäluoto","2001","1","19","11:00","288"
"Pietarsaari Leppäluoto","2001","1","19","12:00","292"
"Pietarsaari Leppäluoto","2001","1","19","13:00","300"
"Pietarsaari Leppäluoto","2001","1","19","14:00","307"
"Pietarsaari Leppäluoto","2001","1","19","15:00","310"
"Pietarsaari Leppäluoto","2001","1","19","16:00","315"
"Pietarsaari Leppäluoto","2001","1","19","17:00","321"
"Pietarsaari Leppäluoto","2001","1","19","18:00","320"
"Pietarsaari Leppäluoto","2001","1","19","19:00","325"
"Pietarsaari Leppäluoto","2001","1","19","20:00","326"
"Pietarsaari Leppäluoto","2001","1","19","21:00","319"
"Pietarsaari Leppäluoto","2001","1","19","22:00","315"
"Pietarsaari Leppäluoto","2001","1","19","23:00","278"
"Pietarsaari Leppäluoto","2001","1","20","00:00","260"
"Pietarsaari Leppäluoto","2001","1","20","01:00","238"
"Pietarsaari Leppäluoto","2001","1","20","02:00","230"
"Pietarsaari Leppäluoto","2001","1","20","03:00","226"
"Pietarsaari Leppäluoto","2001","1","20","04:00","196"
"Pietarsaari Leppäluoto","2001","1","20","05:00","166"
