datetimeISO,year,month,day,hour,minute,second,value
2020-05-05T21:30:00.157250Z,2020,5,5,21,30,0,417.92
2020-05-05T22:30:00.051267Z,2020,5,5,22,30,0,418.407
2020-05-05T23:29:59.945277Z,2020,5,5,23,30,0,420.311
2020-05-06T00:30:00.155523Z,2020,5,6,0,30,0,421.45
2020-05-06T01:30:00.049533Z,2020,5,6,1,30,0,420.348
2020-05-06T02:29:59.943550Z,2020,5,6,2,30,0,420.722
2020-05-06T03:30:00.153795Z,2020,5,6,3,30,0,420.342
2020-05-06T04:30:00.047805Z,2020,5,6,4,30,0,420.512
2020-05-06T05:29:59.941822Z,2020,5,6,5,30,0,420.601
2020-05-06T06:30:00.152067Z,2020,5,6,6,30,0,419.848
2020-05-06T07:30:00.046078Z,2020,5,6,7,30,0,420.684
2020-05-06T12:30:00.148605Z,2020,5,6,12,30,0,417.988
2020-05-06T13:30:00.042622Z,2020,5,6,13,30,0,417.878
2020-05-06T14:29:59.936640Z,2020,5,6,14,30,0,417.97
2020-05-06T15:30:00.146878Z,2020,5,6,15,30,0,417.945
2020-05-06T16:30:00.040895Z,2020,5,6,16,30,0,418.76
2020-05-06T17:29:59.934912Z,2020,5,6,17,30,0,419.258
2020-05-06T18:30:00.145150Z,2020,5,6,18,30,0,418.737
2020-05-06T19:30:00.039167Z,2020,5,6,19,30,0,419.079
2020-05-06T20:29:59.933185Z,2020,5,6,20,30,0,419.936
2020-05-06T21:30:00.143423Z,2020,5,6,21,30,0,419.96
2020-05-06T22:30:00.037440Z,2020,5,6,22,30,0,420.156
2020-05-06T23:29:59.931457Z,2020,5,6,23,30,0,420.298
2020-05-07T00:30:00.141695Z,2020,5,7,0,30,0,420.432
2020-05-07T01:30:00.035712Z,2020,5,7,1,30,0,420.684
2020-05-07T02:29:59.929730Z,2020,5,7,2,30,0,421.41
2020-05-07T03:30:00.139967Z,2020,5,7,3,30,0,421.454
2020-05-07T04:30:00.033985Z,2020,5,7,4,30,0,421.471
2020-05-07T05:29:59.928002Z,2020,5,7,5,30,0,420.947
2020-05-07T06:30:00.138240Z,2020,5,7,6,30,0,419.834
2020-05-07T07:30:00.032257Z,2020,5,7,7,30,0,419.081
2020-05-07T08:29:59.926274Z,2020,5,7,8,30,0,418.739
2020-05-07T09:30:00.136512Z,2020,5,7,9,30,0,418.759
2020-05-07T10:30:00.030530Z,2020,5,7,10,30,0,418.346
2020-05-07T11:29:59.924547Z,2020,5,7,11,30,0,418.257
2020-05-07T12:30:00.134785Z,2020,5,7,12,30,0,418.154
2020-05-07T13:30:00.028802Z,2020,5,7,13,30,0,418.226
2020-05-07T14:29:59.922819Z,2020,5,7,14,30,0,418.422
2020-05-07T15:30:00.133057Z,2020,5,7,15,30,0,418.612
2020-05-07T16:30:00.027075Z,2020,5,7,16,30,0,418.703
2020-05-07T17:29:59.921085Z,2020,5,7,17,30,0,418.892
2020-05-07T18:30:00.131330Z,2020,5,7,18,30,0,419.088
2020-05-07T19:30:00.025347Z,2020,5,7,19,30,0,419.407
2020-05-07T20:29:59.919357Z,2020,5,7,20,30,0,419.654
2020-05-07T21:30:00.129602Z,2020,5,7,21,30,0,419.809
2020-05-07T22:30:00.023619Z,2020,5,7,22,30,0,420.388
2020-05-07T23:29:59.917630Z,2020,5,7,23,30,0,420.377
2020-05-08T00:30:00.127875Z,2020,5,8,0,30,0,420.218
2020-05-08T01:30:00.021885Z,2020,5,8,1,30,0,420.217
2020-05-08T02:29:59.915902Z,2020,5,8,2,30,0,419.602
2020-05-08T03:30:00.126147Z,2020,5,8,3,30,0,419.851
2020-05-08T04:30:00.020157Z,2020,5,8,4,30,0,420.155
2020-05-08T05:29:59.914174Z,2020,5,8,5,30,0,420.782
2020-05-08T06:30:00.124420Z,2020,5,8,6,30,0,419.435
2020-05-08T07:30:00.018430Z,2020,5,8,7,30,0,418.805
2020-05-08T08:29:59.912447Z,2020,5,8,8,30,0,418.715
2020-05-08T09:30:00.122685Z,2020,5,8,9,30,0,418.279
2020-05-08T10:30:00.016702Z,2020,5,8,10,30,0,418.041
2020-05-08T11:29:59.910719Z,2020,5,8,11,30,0,417.489
2020-05-08T12:30:00.120957Z,2020,5,8,12,30,0,417.352
2020-05-08T13:30:00.014974Z,2020,5,8,13,30,0,417.288
2020-05-08T14:29:59.908992Z,2020,5,8,14,30,0,417.333
2020-05-08T15:30:00.119230Z,2020,5,8,15,30,0,417.094
2020-05-08T16:30:00.013247Z,2020,5,8,16,30,0,417.121
2020-05-08T17:29:59.907264Z,2020,5,8,17,30,0,417.198
2020-05-08T18:30:00.117502Z,2020,5,8,18,30,0,417.465
2020-05-08T19:30:00.011519Z,2020,5,8,19,30,0,420.101
2020-05-08T20:29:59.905537Z,2020,5,8,20,30,0,417.316
2020-05-08T21:30:00.115775Z,2020,5,8,21,30,0,423.77
2020-05-08T22:30:00.009792Z,2020,5,8,22,30,0,422.044
2020-05-08T23:29:59.903809Z,2020,5,8,23,30,0,420.438
2020-05-09T00:30:00.114047Z,2020,5,9,0,30,0,418.719
2020-05-09T01:30:00.008064Z,2020,5,9,1,30,0,418.853
2020-05-09T02:29:59.902082Z,2020,5,9,2,30,0,419.38
2020-05-09T03:30:00.112319Z,2020,5,9,3,30,0,419.189
2020-05-09T04:30:00.006337Z,2020,5,9,4,30,0,421.17
2020-05-09T05:29:59.900354Z,2020,5,9,5,30,0,420.832
2020-05-09T06:30:00.110592Z,2020,5,9,6,30,0,419.224
2020-05-09T07:30:00.004609Z,2020,5,9,7,30,0,418.476
2020-05-09T08:29:59.898626Z,2020,5,9,8,30,0,418.341
2020-05-09T09:30:00.108864Z,2020,5,9,9,30,0,419.374
2020-05-09T10:30:00.002882Z,2020,5,9,10,30,0,418.603
2020-05-09T11:29:59.896899Z,2020,5,9,11,30,0,418.368
2020-05-09T12:30:00.107137Z,2020,5,9,12,30,0,418.66
2020-05-09T13:30:00.001154Z,2020,5,9,13,30,0,418.483
2020-05-09T14:29:59.895171Z,2020,5,9,14,30,0,418.897
2020-05-09T15:30:00.105409Z,2020,5,9,15,30,0,418.902
2020-05-09T16:29:59.999427Z,2020,5,9,16,30,0,419.283
2020-05-09T17:29:59.893437Z,2020,5,9,17,30,0,419.717
2020-05-09T18:30:00.103682Z,2020,5,9,18,30,0,420.106
2020-05-09T19:29:59.997699Z,2020,5,9,19,30,0,419.953
