"Havaintoasema","Vuosi","Kuukausi","Päivä","Aika [Paikallinen aika]","N2000-järjestelmässä [mm]"
"Pietarsaari Leppäluoto","2011","1","4","16:00","80"
"Pietarsaari Leppäluoto","2011","1","4","17:00","79"
"Pietarsaari Leppäluoto","2011","1","4","18:00","78"
"Pietarsaari Leppäluoto","2011","1","4","19:00","79"
"Pietarsaari Leppäluoto","2011","1","4","20:00","85"
"Pietarsaari Leppäluoto","2011","1","4","21:00","86"
"Pietarsaari Leppäluoto","2011","1","4","22:00","83"
"Pietarsaari Leppäluoto","2011","1","4","23:00","86"
"Pietarsaari Leppäluoto","2011","1","5","00:00","81"
"Pietarsaari Leppäluoto","2011","1","5","01:00","72"
"Pietarsaari Leppäluoto","2011","1","5","02:00","63"
"Pietarsaari Leppäluoto","2011","1","5","03:00","59"
"Pietarsaari Leppäluoto","2011","1","5","04:00","56"
"Pietarsaari Leppäluoto","2011","1","5","05:00","46"
"Pietarsaari Leppäluoto","2011","1","5","06:00","45"
"Pietarsaari Leppäluoto","2011","1","5","07:00","44"
"Pietarsaari Leppäluoto","2011","1","5","08:00","35"
"Pietarsaari Leppäluoto","2011","1","5","09:00","50"
"Pietarsaari Leppäluoto","2011","1","5","10:00","54"
"Pietarsaari Leppäluoto","2011","1","5","11:00","59"
"Pietarsaari Leppäluoto","2011","1","5","12:00","70"
"Pietarsaari Leppäluoto","2011","1","5","13:00","78"
"Pietarsaari Leppäluoto","2011","1","5","14:00","90"
"Pietarsaari Leppäluoto","2011","1","5","15:00","100"
"Pietarsaari Leppäluoto","2011","1","5","16:00","106"
"Pietarsaari Leppäluoto","2011","1","5","17:00","122"
"Pietarsaari Leppäluoto","2011","1","5","18:00","132"
"Pietarsaari Leppäluoto","2011","1","5","19:00","122"
"Pietarsaari Leppäluoto","2011","1","5","20:00","144"
"Pietarsaari Leppäluoto","2011","1","5","21:00","141"
"Pietarsaari Leppäluoto","2011","1","5","22:00","157"
"Pietarsaari Leppäluoto","2011","1","5","23:00","153"
"Pietarsaari Leppäluoto","2011","1","6","00:00","150"
"Pietarsaari Leppäluoto","2011","1","6","01:00","158"
"Pietarsaari Leppäluoto","2011","1","6","02:00","157"
"Pietarsaari Leppäluoto","2011","1","6","03:00","163"
"Pietarsaari Leppäluoto","2011","1","6","04:00","155"
"Pietarsaari Leppäluoto","2011","1","6","05:00","151"
"Pietarsaari Leppäluoto","2011","1","6","06:00","158"
"Pietarsaari Leppäluoto","2011","1","6","07:00","154"
"Pietarsaari Leppäluoto","2011","1","6","08:00","158"
"Pietarsaari Leppäluoto","2011","1","6","09:00","164"
"Pietarsaari Leppäluoto","2011","1","6","10:00","149"
"Pietarsaari Leppäluoto","2011","1","6","11:00","186"
"Pietarsaari Leppäluoto","2011","1","6","12:00","176"
"Pietarsaari Leppäluoto","2011","1","6","13:00","197"
"Pietarsaari Leppäluoto","2011","1","6","14:00","183"
"Pietarsaari Leppäluoto","2011","1","6","15:00","200"
"Pietarsaari Leppäluoto","2011","1","6","16:00","225"
"Pietarsaari Leppäluoto","2011","1","6","17:00","277"
"Pietarsaari Leppäluoto","2011","1","6","18:00","256"
"Pietarsaari Leppäluoto","2011","1","6","19:00","301"
"Pietarsaari Leppäluoto","2011","1","6","20:00","306"
"Pietarsaari Leppäluoto","2011","1","6","21:00","308"
"Pietarsaari Leppäluoto","2011","1","6","22:00","349"
"Pietarsaari Leppäluoto","2011","1","6","23:00","367"
"Pietarsaari Leppäluoto","2011","1","7","00:00","381"
"Pietarsaari Leppäluoto","2011","1","7","01:00","396"
"Pietarsaari Leppäluoto","2011","1","7","02:00","415"
"Pietarsaari Leppäluoto","2011","1","7","03:00","392"
"Pietarsaari Leppäluoto","2011","1","7","04:00","389"
"Pietarsaari Leppäluoto","2011","1","7","05:00","370"
"Pietarsaari Leppäluoto","2011","1","7","06:00","364"
"Pietarsaari Leppäluoto","2011","1","7","07:00","352"
"Pietarsaari Leppäluoto","2011","1","7","08:00","339"
"Pietarsaari Leppäluoto","2011","1","7","09:00","321"
"Pietarsaari Leppäluoto","2011","1","7","10:00","299"
"Pietarsaari Leppäluoto","2011","1","7","11:00","281"
"Pietarsaari Leppäluoto","2011","1","7","12:00","249"
"Pietarsaari Leppäluoto","2011","1","7","13:00","240"
"Pietarsaari Leppäluoto","2011","1","7","14:00","218"
"Pietarsaari Leppäluoto","2011","1","7","15:00","213"
"Pietarsaari Leppäluoto","2011","1","7","16:00","220"
"Pietarsaari Leppäluoto","2011","1","7","17:00","204"
"Pietarsaari Leppäluoto","2011","1","7","18:00","205"
"Pietarsaari Leppäluoto","2011","1","7","19:00","189"
"Pietarsaari Leppäluoto","2011","1","7","20:00","194"
"Pietarsaari Leppäluoto","2011","1","7","21:00","195"
"Pietarsaari Leppäluoto","2011","1","7","22:00","213"
"Pietarsaari Leppäluoto","2011","1","7","23:00","213"
"Pietarsaari Leppäluoto","2011","1","8","00:00","246"
"Pietarsaari Leppäluoto","2011","1","8","01:00","240"
"Pietarsaari Leppäluoto","2011","1","8","02:00","263"
"Pietarsaari Leppäluoto","2011","1","8","03:00","228"
"Pietarsaari Leppäluoto","2011","1","8","04:00","248"
"Pietarsaari Leppäluoto","2011","1","8","05:00","185"
"Pietarsaari Leppäluoto","2011","1","8","06:00","213"
"Pietarsaari Leppäluoto","2011","1","8","07:00","165"
"Pietarsaari Leppäluoto","2011","1","8","08:00","170"
"Pietarsaari Leppäluoto","2011","1","8","09:00","157"
"Pietarsaari Leppäluoto","2011","1","8","10:00","148"
"Pietarsaari Leppäluoto","2011","1","8","11:00","152"
"Pietarsaari Leppäluoto","2011","1","8","12:00","159"
"Pietarsaari Leppäluoto","2011","1","8","13:00","161"
"Pietarsaari Leppäluoto","2011","1","8","14:00","173"
"Pietarsaari Leppäluoto","2011","1","8","15:00","156"
"Pietarsaari Leppäluoto","2011","1","8","16:00","180"
"Pietarsaari Leppäluoto","2011","1","8","17:00","185"
"Pietarsaari Leppäluoto","2011","1","8","18:00","180"
"Pietarsaari Leppäluoto","2011","1","8","19:00","210"
"Pietarsaari Leppäluoto","2011","1","8","20:00","206"
"Pietarsaari Leppäluoto","2011","1","8","21:00","239"
"Pietarsaari Leppäluoto","2011","1","8","22:00","212"
"Pietarsaari Leppäluoto","2011","1","8","23:00","238"
"Pietarsaari Leppäluoto","2011","1","9","00:00","237"
"Pietarsaari Leppäluoto","2011","1","9","01:00","244"
"Pietarsaari Leppäluoto","2011","1","9","02:00","240"
"Pietarsaari Leppäluoto","2011","1","9","03:00","225"
"Pietarsaari Leppäluoto","2011","1","9","04:00","216"
"Pietarsaari Leppäluoto","2011","1","9","05:00","195"
"Pietarsaari Leppäluoto","2011","1","9","06:00","205"
"Pietarsaari Leppäluoto","2011","1","9","07:00","191"
"Pietarsaari Leppäluoto","2011","1","9","08:00","179"
"Pietarsaari Leppäluoto","2011","1","9","09:00","194"
"Pietarsaari Leppäluoto","2011","1","9","10:00","185"
"Pietarsaari Leppäluoto","2011","1","9","11:00","181"
"Pietarsaari Leppäluoto","2011","1","9","12:00","198"
"Pietarsaari Leppäluoto","2011","1","9","13:00","207"
"Pietarsaari Leppäluoto","2011","1","9","14:00","227"
"Pietarsaari Leppäluoto","2011","1","9","15:00","241"
"Pietarsaari Leppäluoto","2011","1","9","16:00","242"
"Pietarsaari Leppäluoto","2011","1","9","17:00","260"
"Pietarsaari Leppäluoto","2011","1","9","18:00","253"
"Pietarsaari Leppäluoto","2011","1","9","19:00","254"
"Pietarsaari Leppäluoto","2011","1","9","20:00","255"
"Pietarsaari Leppäluoto","2011","1","9","21:00","261"
"Pietarsaari Leppäluoto","2011","1","9","22:00","266"
"Pietarsaari Leppäluoto","2011","1","9","23:00","262"
"Pietarsaari Leppäluoto","2011","1","10","00:00","257"
"Pietarsaari Leppäluoto","2011","1","10","01:00","238"
"Pietarsaari Leppäluoto","2011","1","10","02:00","240"
"Pietarsaari Leppäluoto","2011","1","10","03:00","229"
"Pietarsaari Leppäluoto","2011","1","10","04:00","237"
"Pietarsaari Leppäluoto","2011","1","10","05:00","225"
"Pietarsaari Leppäluoto","2011","1","10","06:00","241"
"Pietarsaari Leppäluoto","2011","1","10","07:00","242"
"Pietarsaari Leppäluoto","2011","1","10","08:00","260"
"Pietarsaari Leppäluoto","2011","1","10","09:00","251"
"Pietarsaari Leppäluoto","2011","1","10","10:00","263"
"Pietarsaari Leppäluoto","2011","1","10","11:00","280"
"Pietarsaari Leppäluoto","2011","1","10","12:00","308"
"Pietarsaari Leppäluoto","2011","1","10","13:00","327"
"Pietarsaari Leppäluoto","2011","1","10","14:00","351"
"Pietarsaari Leppäluoto","2011","1","10","15:00","362"
"Pietarsaari Leppäluoto","2011","1","10","16:00","379"
"Pietarsaari Leppäluoto","2011","1","10","17:00","382"
"Pietarsaari Leppäluoto","2011","1","10","18:00","378"
"Pietarsaari Leppäluoto","2011","1","10","19:00","391"
"Pietarsaari Leppäluoto","2011","1","10","20:00","389"
"Pietarsaari Leppäluoto","2011","1","10","21:00","401"
"Pietarsaari Leppäluoto","2011","1","10","22:00","406"
"Pietarsaari Leppäluoto","2011","1","10","23:00","408"
"Pietarsaari Leppäluoto","2011","1","11","00:00","413"
"Pietarsaari Leppäluoto","2011","1","11","01:00","384"
"Pietarsaari Leppäluoto","2011","1","11","02:00","398"
"Pietarsaari Leppäluoto","2011","1","11","03:00","378"
"Pietarsaari Leppäluoto","2011","1","11","04:00","400"
"Pietarsaari Leppäluoto","2011","1","11","05:00","389"
"Pietarsaari Leppäluoto","2011","1","11","06:00","387"
"Pietarsaari Leppäluoto","2011","1","11","07:00","379"
"Pietarsaari Leppäluoto","2011","1","11","08:00","356"
"Pietarsaari Leppäluoto","2011","1","11","09:00","355"
"Pietarsaari Leppäluoto","2011","1","11","10:00","337"
"Pietarsaari Leppäluoto","2011","1","11","11:00","351"
"Pietarsaari Leppäluoto","2011","1","11","12:00","341"
"Pietarsaari Leppäluoto","2011","1","11","13:00","348"
"Pietarsaari Leppäluoto","2011","1","11","14:00","351"
"Pietarsaari Leppäluoto","2011","1","11","15:00","352"
"Pietarsaari Leppäluoto","2011","1","11","16:00","352"
"Pietarsaari Leppäluoto","2011","1","11","17:00","342"
"Pietarsaari Leppäluoto","2011","1","11","18:00","350"
"Pietarsaari Leppäluoto","2011","1","11","19:00","333"
"Pietarsaari Leppäluoto","2011","1","11","20:00","327"
"Pietarsaari Leppäluoto","2011","1","11","21:00","321"
"Pietarsaari Leppäluoto","2011","1","11","22:00","306"
"Pietarsaari Leppäluoto","2011","1","11","23:00","313"
"Pietarsaari Leppäluoto","2011","1","12","00:00","297"
"Pietarsaari Leppäluoto","2011","1","12","01:00","294"
"Pietarsaari Leppäluoto","2011","1","12","02:00","287"
"Pietarsaari Leppäluoto","2011","1","12","03:00","275"
"Pietarsaari Leppäluoto","2011","1","12","04:00","276"
"Pietarsaari Leppäluoto","2011","1","12","05:00","273"
"Pietarsaari Leppäluoto","2011","1","12","06:00","270"
"Pietarsaari Leppäluoto","2011","1","12","07:00","274"
"Pietarsaari Leppäluoto","2011","1","12","08:00","255"
"Pietarsaari Leppäluoto","2011","1","12","09:00","257"
"Pietarsaari Leppäluoto","2011","1","12","10:00","248"
"Pietarsaari Leppäluoto","2011","1","12","11:00","252"
"Pietarsaari Leppäluoto","2011","1","12","12:00","234"
"Pietarsaari Leppäluoto","2011","1","12","13:00","228"
"Pietarsaari Leppäluoto","2011","1","12","14:00","214"
"Pietarsaari Leppäluoto","2011","1","12","15:00","187"
"Pietarsaari Leppäluoto","2011","1","12","16:00","171"
"Pietarsaari Leppäluoto","2011","1","12","17:00","138"
"Pietarsaari Leppäluoto","2011","1","12","18:00","129"
"Pietarsaari Leppäluoto","2011","1","12","19:00","104"
"Pietarsaari Leppäluoto","2011","1","12","20:00","92"
"Pietarsaari Leppäluoto","2011","1","12","21:00","71"
"Pietarsaari Leppäluoto","2011","1","12","22:00","62"
"Pietarsaari Leppäluoto","2011","1","12","23:00","46"
"Pietarsaari Leppäluoto","2011","1","13","00:00","38"
"Pietarsaari Leppäluoto","2011","1","13","01:00","39"
"Pietarsaari Leppäluoto","2011","1","13","02:00","18"
"Pietarsaari Leppäluoto","2011","1","13","03:00","21"
"Pietarsaari Leppäluoto","2011","1","13","04:00","6"
"Pietarsaari Leppäluoto","2011","1","13","05:00","-8"
"Pietarsaari Leppäluoto","2011","1","13","06:00","-16"
"Pietarsaari Leppäluoto","2011","1","13","07:00","-29"
"Pietarsaari Leppäluoto","2011","1","13","08:00","-31"
"Pietarsaari Leppäluoto","2011","1","13","09:00","-57"
"Pietarsaari Leppäluoto","2011","1","13","10:00","-59"
"Pietarsaari Leppäluoto","2011","1","13","11:00","-65"
"Pietarsaari Leppäluoto","2011","1","13","12:00","-68"
"Pietarsaari Leppäluoto","2011","1","13","13:00","-82"
"Pietarsaari Leppäluoto","2011","1","13","14:00","-89"
"Pietarsaari Leppäluoto","2011","1","13","15:00","-93"
"Pietarsaari Leppäluoto","2011","1","13","16:00","-110"
"Pietarsaari Leppäluoto","2011","1","13","17:00","-114"
"Pietarsaari Leppäluoto","2011","1","13","18:00","-124"
"Pietarsaari Leppäluoto","2011","1","13","19:00","-126"
"Pietarsaari Leppäluoto","2011","1","13","20:00","-124"
"Pietarsaari Leppäluoto","2011","1","13","21:00","-128"
"Pietarsaari Leppäluoto","2011","1","13","22:00","-132"
"Pietarsaari Leppäluoto","2011","1","13","23:00","-120"
"Pietarsaari Leppäluoto","2011","1","14","00:00","-115"
"Pietarsaari Leppäluoto","2011","1","14","01:00","-113"
"Pietarsaari Leppäluoto","2011","1","14","02:00","-101"
"Pietarsaari Leppäluoto","2011","1","14","03:00","-103"
"Pietarsaari Leppäluoto","2011","1","14","04:00","-89"
"Pietarsaari Leppäluoto","2011","1","14","05:00","-86"
"Pietarsaari Leppäluoto","2011","1","14","06:00","-82"
"Pietarsaari Leppäluoto","2011","1","14","07:00","-56"
"Pietarsaari Leppäluoto","2011","1","14","08:00","-50"
"Pietarsaari Leppäluoto","2011","1","14","09:00","-39"
"Pietarsaari Leppäluoto","2011","1","14","10:00","-37"
"Pietarsaari Leppäluoto","2011","1","14","11:00","-14"
"Pietarsaari Leppäluoto","2011","1","14","12:00","-10"
"Pietarsaari Leppäluoto","2011","1","14","13:00","6"
"Pietarsaari Leppäluoto","2011","1","14","14:00","16"
"Pietarsaari Leppäluoto","2011","1","14","15:00","33"
"Pietarsaari Leppäluoto","2011","1","14","16:00","26"
"Pietarsaari Leppäluoto","2011","1","14","17:00","37"
"Pietarsaari Leppäluoto","2011","1","14","18:00","39"
"Pietarsaari Leppäluoto","2011","1","14","19:00","39"
"Pietarsaari Leppäluoto","2011","1","14","20:00","45"
"Pietarsaari Leppäluoto","2011","1","14","21:00","42"
"Pietarsaari Leppäluoto","2011","1","14","22:00","39"
"Pietarsaari Leppäluoto","2011","1","14","23:00","18"
"Pietarsaari Leppäluoto","2011","1","15","00:00","21"
"Pietarsaari Leppäluoto","2011","1","15","01:00","11"
"Pietarsaari Leppäluoto","2011","1","15","02:00","-2"
"Pietarsaari Leppäluoto","2011","1","15","03:00","15"
"Pietarsaari Leppäluoto","2011","1","15","04:00","-9"
"Pietarsaari Leppäluoto","2011","1","15","05:00","-4"
"Pietarsaari Leppäluoto","2011","1","15","06:00","-17"
"Pietarsaari Leppäluoto","2011","1","15","07:00","-13"
"Pietarsaari Leppäluoto","2011","1","15","08:00","-4"
"Pietarsaari Leppäluoto","2011","1","15","09:00","-22"
"Pietarsaari Leppäluoto","2011","1","15","10:00","9"
"Pietarsaari Leppäluoto","2011","1","15","11:00","-12"
"Pietarsaari Leppäluoto","2011","1","15","12:00","11"
"Pietarsaari Leppäluoto","2011","1","15","13:00","0"
"Pietarsaari Leppäluoto","2011","1","15","14:00","21"
"Pietarsaari Leppäluoto","2011","1","15","15:00","7"
"Pietarsaari Leppäluoto","2011","1","15","16:00","19"
"Pietarsaari Leppäluoto","2011","1","15","17:00","7"
"Pietarsaari Leppäluoto","2011","1","15","18:00","16"
"Pietarsaari Leppäluoto","2011","1","15","19:00","29"
"Pietarsaari Leppäluoto","2011","1","15","20:00","48"
"Pietarsaari Leppäluoto","2011","1","15","21:00","29"
"Pietarsaari Leppäluoto","2011","1","15","22:00","47"
"Pietarsaari Leppäluoto","2011","1","15","23:00","35"
"Pietarsaari Leppäluoto","2011","1","16","00:00","31"
"Pietarsaari Leppäluoto","2011","1","16","01:00","65"
"Pietarsaari Leppäluoto","2011","1","16","02:00","60"
"Pietarsaari Leppäluoto","2011","1","16","03:00","72"
"Pietarsaari Leppäluoto","2011","1","16","04:00","58"
"Pietarsaari Leppäluoto","2011","1","16","05:00","73"
"Pietarsaari Leppäluoto","2011","1","16","06:00","81"
"Pietarsaari Leppäluoto","2011","1","16","07:00","123"
"Pietarsaari Leppäluoto","2011","1","16","08:00","127"
"Pietarsaari Leppäluoto","2011","1","16","09:00","142"
"Pietarsaari Leppäluoto","2011","1","16","10:00","201"
"Pietarsaari Leppäluoto","2011","1","16","11:00","209"
"Pietarsaari Leppäluoto","2011","1","16","12:00","273"
"Pietarsaari Leppäluoto","2011","1","16","13:00","245"
"Pietarsaari Leppäluoto","2011","1","16","14:00","305"
"Pietarsaari Leppäluoto","2011","1","16","15:00","321"
"Pietarsaari Leppäluoto","2011","1","16","16:00","354"
"Pietarsaari Leppäluoto","2011","1","16","17:00","379"
"Pietarsaari Leppäluoto","2011","1","16","18:00","390"
"Pietarsaari Leppäluoto","2011","1","16","19:00","421"
"Pietarsaari Leppäluoto","2011","1","16","20:00","403"
"Pietarsaari Leppäluoto","2011","1","16","21:00","436"
"Pietarsaari Leppäluoto","2011","1","16","22:00","438"
"Pietarsaari Leppäluoto","2011","1","16","23:00","434"
"Pietarsaari Leppäluoto","2011","1","17","00:00","413"
"Pietarsaari Leppäluoto","2011","1","17","01:00","395"
"Pietarsaari Leppäluoto","2011","1","17","02:00","380"
"Pietarsaari Leppäluoto","2011","1","17","03:00","363"
"Pietarsaari Leppäluoto","2011","1","17","04:00","335"
"Pietarsaari Leppäluoto","2011","1","17","05:00","324"
"Pietarsaari Leppäluoto","2011","1","17","06:00","293"
"Pietarsaari Leppäluoto","2011","1","17","07:00","289"
"Pietarsaari Leppäluoto","2011","1","17","08:00","261"
"Pietarsaari Leppäluoto","2011","1","17","09:00","258"
"Pietarsaari Leppäluoto","2011","1","17","10:00","245"
"Pietarsaari Leppäluoto","2011","1","17","11:00","249"
"Pietarsaari Leppäluoto","2011","1","17","12:00","225"
"Pietarsaari Leppäluoto","2011","1","17","13:00","237"
"Pietarsaari Leppäluoto","2011","1","17","14:00","214"
"Pietarsaari Leppäluoto","2011","1","17","15:00","212"
"Pietarsaari Leppäluoto","2011","1","17","16:00","222"
"Pietarsaari Leppäluoto","2011","1","17","17:00","215"
"Pietarsaari Leppäluoto","2011","1","17","18:00","209"
"Pietarsaari Leppäluoto","2011","1","17","19:00","215"
"Pietarsaari Leppäluoto","2011","1","17","20:00","217"
"Pietarsaari Leppäluoto","2011","1","17","21:00","211"
"Pietarsaari Leppäluoto","2011","1","17","22:00","230"
"Pietarsaari Leppäluoto","2011","1","17","23:00","217"
"Pietarsaari Leppäluoto","2011","1","18","00:00","226"
"Pietarsaari Leppäluoto","2011","1","18","01:00","205"
"Pietarsaari Leppäluoto","2011","1","18","02:00","193"
"Pietarsaari Leppäluoto","2011","1","18","03:00","203"
"Pietarsaari Leppäluoto","2011","1","18","04:00","186"
"Pietarsaari Leppäluoto","2011","1","18","05:00","177"
"Pietarsaari Leppäluoto","2011","1","18","06:00","186"
"Pietarsaari Leppäluoto","2011","1","18","07:00","169"
"Pietarsaari Leppäluoto","2011","1","18","08:00","184"
"Pietarsaari Leppäluoto","2011","1","18","09:00","164"
"Pietarsaari Leppäluoto","2011","1","18","10:00","186"
"Pietarsaari Leppäluoto","2011","1","18","11:00","189"
"Pietarsaari Leppäluoto","2011","1","18","12:00","200"
"Pietarsaari Leppäluoto","2011","1","18","13:00","189"
"Pietarsaari Leppäluoto","2011","1","18","14:00","198"
"Pietarsaari Leppäluoto","2011","1","18","15:00","187"
"Pietarsaari Leppäluoto","2011","1","18","16:00","196"
"Pietarsaari Leppäluoto","2011","1","18","17:00","192"
"Pietarsaari Leppäluoto","2011","1","18","18:00","195"
"Pietarsaari Leppäluoto","2011","1","18","19:00","203"
"Pietarsaari Leppäluoto","2011","1","18","20:00","194"
"Pietarsaari Leppäluoto","2011","1","18","21:00","202"
"Pietarsaari Leppäluoto","2011","1","18","22:00","182"
"Pietarsaari Leppäluoto","2011","1","18","23:00","192"
"Pietarsaari Leppäluoto","2011","1","19","00:00","177"
"Pietarsaari Leppäluoto","2011","1","19","01:00","166"
"Pietarsaari Leppäluoto","2011","1","19","02:00","164"
"Pietarsaari Leppäluoto","2011","1","19","03:00","142"
"Pietarsaari Leppäluoto","2011","1","19","04:00","149"
"Pietarsaari Leppäluoto","2011","1","19","05:00","123"
"Pietarsaari Leppäluoto","2011","1","19","06:00","119"
"Pietarsaari Leppäluoto","2011","1","19","07:00","96"
"Pietarsaari Leppäluoto","2011","1","19","08:00","109"
"Pietarsaari Leppäluoto","2011","1","19","09:00","89"
"Pietarsaari Leppäluoto","2011","1","19","10:00","104"
"Pietarsaari Leppäluoto","2011","1","19","11:00","78"
"Pietarsaari Leppäluoto","2011","1","19","12:00","98"
"Pietarsaari Leppäluoto","2011","1","19","13:00","90"
"Pietarsaari Leppäluoto","2011","1","19","14:00","86"
"Pietarsaari Leppäluoto","2011","1","19","15:00","84"
"Pietarsaari Leppäluoto","2011","1","19","16:00","92"
"Pietarsaari Leppäluoto","2011","1","19","17:00","74"
"Pietarsaari Leppäluoto","2011","1","19","18:00","79"
"Pietarsaari Leppäluoto","2011","1","19","19:00","67"
"Pietarsaari Leppäluoto","2011","1","19","20:00","75"
"Pietarsaari Leppäluoto","2011","1","19","21:00","72"
"Pietarsaari Leppäluoto","2011","1","19","22:00","68"
"Pietarsaari Leppäluoto","2011","1","19","23:00","56"
"Pietarsaari Leppäluoto","2011","1","20","00:00","61"
"Pietarsaari Leppäluoto","2011","1","20","01:00","38"
"Pietarsaari Leppäluoto","2011","1","20","02:00","39"
"Pietarsaari Leppäluoto","2011","1","20","03:00","31"
