"Time (s)";"Acceleration x (m/s^2)";"Acceleration y (m/s^2)";"Acceleration z (m/s^2)";"Absolute acceleration (m/s^2)"
6.620266229E1;4.146377563E-2;-1.751358032E-2;-9.805958405E0;9.806061707E0
6.621270329E1;3.188369751E-2;-5.688171387E-3;-9.811197510E0;9.811250965E0
6.622274529E1;2.948867798E-2;-1.182540894E-2;-9.810149689E0;9.810201136E0
6.623278629E1;1.212478638E-2;-1.526824951E-2;-9.811945953E0;9.811965324E0
6.624282729E1;2.844085693E-3;2.993774414E-4;-9.798923035E0;9.798923452E0
6.625286829E1;2.350112915E-2;-1.736389160E-2;-9.802964630E0;9.803008178E0
6.626291029E1;2.200424194E-2;-2.095642090E-2;-9.797426147E0;9.797473270E0
6.627295129E1;2.918930054E-2;-1.631607056E-2;-9.812544708E0;9.812601688E0
6.628299229E1;4.490661621E-2;-1.122665405E-2;-9.817035370E0;9.817144498E0
6.629303329E1;3.353027344E-2;-1.317260742E-2;-9.854607239E0;9.854673086E0
6.630307529E1;2.739303589E-2;-1.272354126E-2;-9.827812958E0;9.827859370E0
6.631311629E1;3.263214111E-2;1.751358032E-2;-9.831255798E0;9.831325554E0
6.632315729E1;4.849914551E-2;1.751358032E-2;-9.820927277E0;9.821062644E0
6.633319829E1;3.742218018E-2;-1.945953369E-3;-9.837093658E0;9.837165031E0
6.634324029E1;3.517684937E-2;1.496887207E-4;-9.841284943E0;9.841347812E0
6.635328129E1;9.280700684E-3;3.248245239E-2;-9.839638367E0;9.839696359E0
6.636332229E1;4.640350342E-3;-3.742218018E-3;-9.826166382E0;9.826168190E0
6.637336329E1;8.831634521E-3;-1.317260742E-2;-9.844727783E0;9.844740557E0
6.638340529E1;1.451980591E-2;-1.062789917E-2;-9.834998016E0;9.835014477E0
6.639344629E1;3.682342529E-2;-1.676513672E-2;-9.841734009E0;9.841817176E0
6.640348729E1;5.433700562E-2;-3.068618774E-2;-9.854756927E0;9.854954503E0
6.641352829E1;4.520599365E-2;-2.140548706E-2;-9.860445099E0;9.860571957E0
6.642357029E1;4.909790039E-2;-2.125579834E-2;-9.813143463E0;9.813289308E0
6.643361129E1;3.397933960E-2;-8.981323242E-3;-9.835147705E0;9.835210503E0
6.644365229E1;2.739303589E-2;-9.280700684E-3;-9.811347198E0;9.811389828E0
6.645369329E1;1.302291870E-2;-7.783813477E-3;-9.800569611E0;9.800581354E0
6.646373529E1;5.688171387E-3;-6.137237549E-3;-9.794881439E0;9.794885014E0
6.647377629E1;2.290237427E-2;1.137634277E-2;-9.814340973E0;9.814374288E0
6.648381729E1;2.589614868E-2;9.131011963E-3;-9.802216187E0;9.802254646E0
6.649385829E1;8.382568359E-3;9.580078125E-3;-9.789193268E0;9.789201545E0
6.650390029E1;1.137634277E-2;7.484436035E-3;-9.785750427E0;9.785759902E0
6.651394129E1;1.182540894E-2;7.035369873E-3;-9.764195251E0;9.764204947E0
6.652398229E1;2.095642090E-3;-3.293151855E-3;-9.750124512E0;9.750125293E0
6.653402329E1;7.783813477E-3;-1.107696533E-2;-9.736951904E0;9.736961316E0
6.654406529E1;5.224136353E-2;-2.679428101E-2;-9.730515289E0;9.730692416E0
6.655410629E1;4.131408691E-2;-3.083587646E-2;-9.740694122E0;9.740830544E0
6.656414729E1;2.185455322E-2;-2.963836670E-2;-9.771979065E0;9.772048450E0
6.657418829E1;3.068618774E-2;-4.236190796E-2;-9.800120544E0;9.800260142E0
6.658423029E1;1.916015625E-2;-4.730163574E-2;-9.825118561E0;9.825251106E0
6.659427129E1;1.107696533E-2;-7.110214233E-2;-9.843829651E0;9.844092666E0
6.660431229E1;3.936813354E-2;-8.756790161E-2;-9.849068756E0;9.849536707E0
6.661435329E1;4.700225830E-2;-6.990463257E-2;-9.823471985E0;9.823833147E0
6.662439529E1;4.819976807E-2;-5.763015747E-2;-9.811347198E0;9.811634843E0
6.663443629E1;5.014572144E-2;-4.640350342E-2;-9.812844086E0;9.813081928E0
6.664447729E1;5.328918457E-2;-3.772155762E-2;-9.811945953E0;9.812163168E0
6.665451829E1;4.640350342E-2;-8.083190918E-3;-9.817334747E0;9.817447742E0
6.666456029E1;3.098556519E-2;3.128494263E-2;-9.827064514E0;9.827163162E0
6.667460129E1;3.308120728E-2;4.445755005E-2;-9.795629883E0;9.795786627E0
6.668464229E1;3.083587646E-2;4.819976807E-2;-9.792336731E0;9.792503905E0
6.669468329E1;-5.688171387E-3;3.921844482E-2;-9.779014435E0;9.779094731E0
6.670472529E1;-3.891906738E-3;-8.232879639E-3;-9.805958405E0;9.805962633E0
6.671476629E1;-6.286926270E-3;-2.469863892E-2;-9.806108093E0;9.806141213E0
6.672480729E1;-3.487747192E-2;-4.400848389E-2;-9.815239105E0;9.815399731E0
6.673484829E1;-9.430389404E-3;-6.032455444E-2;-9.788444824E0;9.788635250E0
6.674489029E1;2.110610962E-2;-5.628295898E-2;-9.811047821E0;9.811231961E0
6.675493129E1;4.864883423E-2;-4.400848389E-2;-9.820029144E0;9.820248258E0
6.676497229E1;7.244934082E-2;-2.320175171E-2;-9.823022919E0;9.823317489E0
6.677501329E1;6.466552734E-2;-2.844085693E-3;-9.802814941E0;9.803028639E0
6.678505529E1;5.613327026E-2;-5.538482666E-3;-9.813742218E0;9.813904317E0
6.679509629E1;4.924758911E-2;-2.694396973E-3;-9.829459534E0;9.829583272E0
6.680513729E1;3.173400879E-2;-2.844085693E-3;-9.844278717E0;9.844330277E0
6.681517829E1;4.595443726E-2;2.993774414E-4;-9.807904358E0;9.808012020E0
6.682522029E1;4.026626587E-2;-8.382568359E-3;-9.806407471E0;9.806493722E0
6.683526129E1;2.829116821E-2;9.879455566E-3;-9.803862762E0;9.803908560E0
6.684530229E1;3.921844482E-2;1.017883301E-2;-9.809550934E0;9.809634612E0
6.685534329E1;3.652404785E-2;2.290237427E-2;-9.794881439E0;9.794976311E0
6.686538529E1;8.681945801E-3;4.071533203E-2;-9.820927277E0;9.821015512E0
6.687542629E1;1.287322998E-2;9.280700684E-3;-9.796528015E0;9.796540869E0
6.688546729E1;1.377136230E-2;8.532257080E-3;-9.818981323E0;9.818994688E0
6.689550787E1;1.197509766E-3;8.981323242E-4;-9.820328522E0;9.820328636E0
6.690554987E1;1.571731567E-2;-2.963836670E-2;-9.814640350E0;9.814697686E0
6.691559087E1;1.451980591E-2;-4.116439819E-2;-9.801467743E0;9.801564939E0
6.692563188E1;3.128494263E-2;-2.529739380E-2;-9.830058289E0;9.830140623E0
6.693567288E1;1.706451416E-2;-2.544708252E-2;-9.802665253E0;9.802713135E0
6.694571488E1;1.541793823E-2;-3.068618774E-2;-9.784253540E0;9.784313808E0
6.695575587E1;2.260299683E-2;-3.936813354E-2;-9.793683929E0;9.793789137E0
6.696579687E1;2.275268555E-2;-5.837860107E-3;-9.823172607E0;9.823200692E0
6.697583788E1;2.514770508E-2;-1.841171265E-2;-9.806856537E0;9.806906063E0
6.698587988E1;3.517684937E-2;-3.233276367E-2;-9.801767120E0;9.801883569E0
6.699592088E1;5.014572144E-2;-2.679428101E-2;-9.791438599E0;9.791603666E0
6.700596187E1;5.343887329E-2;-4.535568237E-2;-9.810149689E0;9.810400082E0
6.701600287E1;6.137237549E-2;-1.118174744E-1;-9.882599030E0;9.883422145E0
6.702604487E1;9.235794067E-2;-1.393601990E-1;-9.893675995E0;9.895088476E0
6.703608588E1;9.969268799E-2;-1.002914429E-1;-9.842332764E0;9.843348578E0
6.704612688E1;1.077758789E-1;-7.259902954E-2;-9.812544708E0;9.813405113E0
6.705616787E1;8.816665649E-2;-6.556365967E-2;-9.774074707E0;9.774692237E0
6.706620988E1;6.346801758E-2;-3.397933960E-2;-9.764195251E0;9.764460645E0
6.707625087E1;1.676513672E-2;-4.041595459E-2;-9.760602722E0;9.760700795E0
6.708629188E1;1.362167358E-2;-3.278182983E-2;-9.788744202E0;9.788808571E0
6.709633288E1;6.137237549E-3;-9.580078125E-3;-9.793983307E0;9.793989915E0
6.710637488E1;-2.694396973E-3;-1.347198486E-3;-9.789043579E0;9.789044043E0
6.711641588E1;1.002914429E-2;-3.891906738E-3;-9.801168365E0;9.801174269E0
6.712645687E1;3.263214111E-2;6.286926270E-3;-9.811347198E0;9.811403479E0
6.713649788E1;3.083587646E-2;1.871109009E-2;-9.803114319E0;9.803180673E0
6.714653987E1;3.951782227E-2;1.646575928E-2;-9.808652802E0;9.808746228E0
6.715658088E1;3.832031250E-2;6.286926270E-3;-9.793234863E0;9.793311853E0
6.716662188E1;2.859054565E-2;1.975891113E-2;-9.788295135E0;9.788356833E0
6.717666287E1;4.400848389E-2;3.188369751E-2;-9.800719299E0;9.800869967E0
6.718670487E1;4.281097412E-2;4.805007935E-2;-9.793683929E0;9.793895369E0
6.719674587E1;4.086502075E-2;4.340972900E-2;-9.830806732E0;9.830987507E0
6.720678688E1;5.358856201E-2;3.906875610E-2;-9.829908600E0;9.830132308E0
6.721682788E1;6.286926270E-2;-5.987548828E-4;-9.877958679E0;9.878158764E0
6.722686988E1;5.074447632E-2;-2.230361938E-2;-9.874815216E0;9.874970785E0
6.723691087E1;4.505630493E-2;-2.350112915E-2;-9.859247589E0;9.859378550E0
6.724695187E1;5.044509888E-2;-3.023712158E-2;-9.853559418E0;9.853734936E0
6.725699288E1;3.173400879E-2;-1.092727661E-2;-9.855804749E0;9.855861895E0
6.726703488E1;1.182540894E-2;-1.661544800E-2;-9.814041595E0;9.814062785E0
6.727707588E1;7.933502197E-3;-1.002914429E-2;-9.801767120E0;9.801775462E0
6.728711687E1;8.532257080E-3;-7.334747314E-3;-9.807604980E0;9.807611435E0
6.729715788E1;-4.939727783E-3;-2.095642090E-3;-9.823921051E0;9.823922516E0
6.730719987E1;8.382568359E-3;-5.837860107E-3;-9.804162140E0;9.804167462E0
6.731724088E1;2.200424194E-2;1.377136230E-2;-9.800419922E0;9.800454300E0
6.732728188E1;7.484436035E-3;-7.783813477E-3;-9.797276459E0;9.797282410E0
6.733732287E1;-3.487747192E-2;-5.538482666E-3;-9.843081207E0;9.843144557E0
6.734736488E1;-7.738906860E-2;8.083190918E-3;-9.810000000E0;9.810308579E0
6.735740587E1;-5.643264771E-2;2.335144043E-2;-9.812245331E0;9.812435394E0
6.736744688E1;1.556762695E-2;-5.837860107E-3;-9.795779572E0;9.795793681E0
6.737748788E1;4.909790039E-2;-1.526824951E-2;-9.796378326E0;9.796513259E0
6.738752988E1;8.846603394E-2;-2.514770508E-2;-9.777816925E0;9.778249458E0
6.739757088E1;9.475296021E-2;-3.113525391E-2;-9.775272217E0;9.775781014E0
6.740761187E1;6.391708374E-2;-2.185455322E-2;-9.762848053E0;9.763081743E0
6.741765288E1;-1.945953369E-2;-1.841171265E-2;-9.829160156E0;9.829196663E0
6.742769487E1;-4.296066284E-2;-2.439926147E-2;-9.790540466E0;9.790665124E0
6.743773588E1;-1.077758789E-2;-4.011657715E-2;-9.786648560E0;9.786736715E0
6.744777687E1;1.975891113E-2;-5.014572144E-2;-9.778715057E0;9.778863594E0
6.745781787E1;4.535568237E-2;-5.553451538E-2;-9.786947937E0;9.787210590E0
6.746785987E1;4.251159668E-2;-6.451583862E-2;-9.801467743E0;9.801772260E0
6.747790088E1;3.008743286E-2;-6.391708374E-2;-9.821376343E0;9.821630410E0
6.748794188E1;6.376739502E-2;-7.903564453E-2;-9.857451324E0;9.857974413E0
6.749798287E1;9.864486694E-2;-5.568420410E-2;-9.870623932E0;9.871273897E0
6.750802488E1;9.430389404E-2;-4.805007935E-2;-9.853260040E0;9.853828467E0
6.751806587E1;9.789642334E-2;-4.490661621E-2;-9.844129028E0;9.844718210E0
6.752810688E1;9.580078125E-2;-3.517684937E-2;-9.842033386E0;9.842562490E0
6.753814788E1;6.526428223E-2;-1.601669312E-2;-9.815239105E0;9.815469151E0
6.754818988E1;2.170486450E-2;-1.496887207E-3;-9.815987549E0;9.816011660E0
6.755823088E1;2.155517578E-2;6.286926270E-3;-9.830657043E0;9.830682685E0
6.756827187E1;4.939727783E-3;-2.395019531E-3;-9.821076965E0;9.821078500E0
6.757831288E1;-3.188369751E-2;1.137634277E-2;-9.801168365E0;9.801226827E0
6.758835487E1;-2.065704346E-2;2.694396973E-3;-9.836494904E0;9.836516963E0
6.759839588E1;9.804611206E-2;-3.278182983E-2;-9.790241089E0;9.790786907E0
6.760843688E1;1.658551025E-1;-2.874023438E-2;-9.734856262E0;9.736311435E0
6.761847787E1;1.953437805E-1;-2.170486450E-2;-9.721234589E0;9.723221288E0
6.762851987E1;9.220825195E-2;-9.280700684E-3;-9.774673462E0;9.775112776E0
6.763856087E1;-2.110610962E-2;-4.640350342E-3;-9.790091400E0;9.790115251E0
6.764860188E1;-7.035369873E-2;-1.646575928E-3;-9.827812958E0;9.828064911E0
6.765864288E1;-3.353027344E-2;2.245330811E-3;-9.808054047E0;9.808111618E0
6.766868488E1;3.577560425E-2;4.475692749E-2;-9.797875214E0;9.798042752E0
6.767872587E1;7.873626709E-2;8.876541138E-2;-9.738149414E0;9.738872250E0
6.768876687E1;1.151106262E-1;9.370513916E-2;-9.748178558E0;9.749308504E0
6.769880788E1;1.399589539E-1;3.742218018E-3;-9.816137238E0;9.817135671E0
6.770884988E1;7.394622803E-2;1.556762695E-2;-9.834249573E0;9.834539901E0
6.771889088E1;-2.424957275E-2;-1.856140137E-2;-9.803413696E0;9.803461260E0
6.772893187E1;-1.342707825E-1;-3.592529297E-2;-9.855954437E0;9.856934470E0
6.773897287E1;-1.537303162E-1;-4.939727783E-2;-9.800270233E0;9.801600366E0
6.774901487E1;-7.918533325E-2;-4.415817261E-2;-9.818831635E0;9.819250222E0
6.775905588E1;3.323089600E-2;-6.646179199E-2;-9.773775330E0;9.774057789E0
6.776909688E1;1.267863464E-1;-5.927673340E-2;-9.784103851E0;9.785104838E0
6.777913787E1;2.055226135E-1;-4.775070190E-2;-9.740843811E0;9.743128749E0
6.778917988E1;2.264790344E-1;-5.837860107E-3;-9.779613190E0;9.782237013E0
6.779922087E1;1.637594604E-1;-4.490661621E-4;-9.775571594E0;9.776943150E0
6.780926188E1;5.403762817E-2;1.945953369E-2;-9.826316071E0;9.826483921E0
6.781930288E1;-1.257385254E-2;6.586303711E-3;-9.860295410E0;9.860305627E0
6.782934488E1;-4.670288086E-2;-1.616638184E-2;-9.877210236E0;9.877333879E0
6.783938588E1;-1.736389160E-2;-3.727249146E-2;-9.890682220E0;9.890767692E0
6.784942687E1;5.538482666E-3;-3.532653809E-2;-9.895921326E0;9.895985930E0
6.785946788E1;1.152603149E-2;-1.362167358E-2;-9.867630157E0;9.867646291E0
6.786950987E1;5.837860107E-2;-3.891906738E-3;-9.831255798E0;9.831429895E0
6.787955088E1;9.325607300E-2;-2.993774414E-3;-9.784103851E0;9.784548729E0
6.788959188E1;8.756790161E-2;-2.993774414E-4;-9.759255524E0;9.759648385E0
6.789963292E1;5.179229736E-2;3.832031250E-2;-9.754465485E0;9.754678251E0
6.790967492E1;-6.107299805E-2;3.338058472E-2;-9.804760895E0;9.805007923E0
6.791971592E1;-1.354682922E-1;-1.257385254E-2;-9.814041595E0;9.814984574E0
6.792975692E1;-7.948471069E-2;-4.775070190E-2;-9.801168365E0;9.801606974E0
6.793979792E1;7.484436035E-3;-6.436614990E-2;-9.764794006E0;9.765009012E0
6.794983992E1;1.263372803E-1;-7.484436035E-2;-9.772128754E0;9.773231971E0
6.795988092E1;1.457968140E-1;-4.745132446E-2;-9.770332489E0;9.771535462E0
6.796992192E1;9.550140381E-2;-2.439926147E-2;-9.782606964E0;9.783103539E0
6.797996292E1;5.089416504E-3;9.729766846E-3;-9.804012451E0;9.804018600E0
6.799000492E1;-2.110610962E-2;2.050735474E-2;-9.859696655E0;9.859740572E0
6.800004592E1;-2.874023438E-2;8.532257080E-3;-9.829908600E0;9.829954317E0
6.801008692E1;4.340972900E-2;-1.616638184E-2;-9.802814941E0;9.802924387E0
6.802012792E1;7.484436035E-2;-3.637435913E-2;-9.787846069E0;9.788199806E0
6.803016992E1;9.056167603E-2;-3.622467041E-2;-9.820328522E0;9.820812895E0
6.804021092E1;5.493576050E-2;-2.290237427E-2;-9.836494904E0;9.836674969E0
6.805025192E1;1.212478638E-2;9.430389404E-3;-9.854158173E0;9.854170144E0
6.806029292E1;4.834945679E-2;2.245330811E-3;-9.891730042E0;9.891848458E0
6.807033492E1;1.103205872E-1;2.544708252E-3;-9.843679962E0;9.844298467E0
6.808037592E1;1.173559570E-1;-9.430389404E-3;-9.814340973E0;9.815047126E0
6.809041692E1;7.140151978E-2;-2.559677124E-2;-9.801617432E0;9.801910918E0
6.810045792E1;-6.735992432E-3;-2.499801636E-2;-9.845625916E0;9.845659955E0
6.811049892E1;-1.347198486E-2;-3.667373657E-2;-9.816137238E0;9.816214990E0
6.812054092E1;-2.694396973E-3;-3.203338623E-2;-9.847422180E0;9.847474650E0
6.813058192E1;1.017883301E-2;-7.634124756E-3;-9.812245331E0;9.812253580E0
6.814062292E1;-3.293151855E-3;1.975891113E-2;-9.833650818E0;9.833671220E0
6.815066492E1;-3.682342529E-2;2.754272461E-2;-9.804760895E0;9.804868728E0
6.816070592E1;-2.005828857E-2;2.948867798E-2;-9.849368134E0;9.849432702E0
6.817074692E1;-7.334747314E-3;-1.451980591E-2;-9.781409454E0;9.781422981E0
6.818078792E1;2.095642090E-2;-5.029541016E-2;-9.779014435E0;9.779166228E0
6.819082892E1;1.916015625E-2;-6.541397095E-2;-9.765093384E0;9.765331274E0
6.820087092E1;1.871109009E-2;-9.295669556E-2;-9.784253540E0;9.784712995E0
6.821091192E1;2.514770508E-2;-5.748046875E-2;-9.752818909E0;9.753020716E0
6.822095292E1;2.290237427E-2;-2.439926147E-2;-9.781559143E0;9.781616385E0
6.823099392E1;3.981719971E-2;1.691482544E-2;-9.814340973E0;9.814436319E0
6.824103592E1;5.119354248E-2;5.224136353E-2;-9.850116577E0;9.850388141E0
6.825107692E1;4.281097412E-2;1.496887207E-2;-9.812095642E0;9.812200453E0
6.826111792E1;3.412902832E-2;8.981323242E-4;-9.816286926E0;9.816346297E0
6.827115892E1;7.244934082E-2;-2.439926147E-2;-9.796528015E0;9.796826291E0
6.828120092E1;8.906478882E-2;-3.637435913E-2;-9.835896149E0;9.836366640E0
6.829124192E1;8.053253174E-2;-4.520599365E-2;-9.816586304E0;9.817020716E0
6.830128292E1;9.205856323E-2;-5.014572144E-2;-9.834399261E0;9.834957967E0
6.831132392E1;6.885681152E-2;-4.340972900E-2;-9.817933502E0;9.818270923E0
6.832136592E1;3.847000122E-2;-1.856140137E-2;-9.858349457E0;9.858441990E0
6.833140692E1;3.697311401E-2;-8.382568359E-3;-9.859996033E0;9.860068917E0
6.834144792E1;6.391708374E-2;9.280700684E-3;-9.874815216E0;9.875026434E0
6.835148892E1;7.873626709E-2;2.020797729E-2;-9.839937744E0;9.840273501E0
6.836153092E1;6.197113037E-2;1.751358032E-2;-9.836345215E0;9.836556020E0
6.837157192E1;6.047424316E-2;1.736389160E-2;-9.798024902E0;9.798226912E0
6.838161292E1;4.640350342E-2;2.155517578E-2;-9.806706848E0;9.806840323E0
6.839165392E1;1.930984497E-2;-3.742218018E-3;-9.799072723E0;9.799092464E0
6.840169592E1;2.619552612E-2;-1.661544800E-2;-9.836644592E0;9.836693505E0
6.841173692E1;8.981323242E-3;-5.104385376E-2;-9.822424164E0;9.822560898E0
6.842177792E1;2.619552612E-2;-4.146377563E-2;-9.832902374E0;9.833024690E0
6.843181892E1;1.526824951E-2;-4.296066284E-2;-9.790839844E0;9.790946000E0
6.844186092E1;3.487747192E-2;-4.610412598E-2;-9.819729767E0;9.819899934E0
6.845190192E1;5.358856201E-2;-5.269042969E-2;-9.823172607E0;9.823460087E0
6.846194292E1;4.954696655E-2;-5.164260864E-2;-9.786648560E0;9.786910232E0
6.847198392E1;3.787124634E-2;-3.832031250E-2;-9.780661011E0;9.780809398E0
6.848202592E1;4.266128540E-2;-2.125579834E-2;-9.784253540E0;9.784369634E0
6.849206692E1;2.380050659E-2;1.990859985E-2;-9.800569611E0;9.800618731E0
6.850210792E1;2.395019531E-3;1.571731567E-2;-9.800719299E0;9.800732195E0
6.851214892E1;-5.538482666E-3;1.751358032E-2;-9.811796265E0;9.811813458E0
6.852219092E1;5.388793945E-3;1.526824951E-2;-9.813293152E0;9.813306509E0
6.853223192E1;2.634521484E-2;1.032852173E-2;-9.803713074E0;9.803753913E0
6.854227292E1;3.652404785E-2;9.879455566E-3;-9.759405212E0;9.759478557E0
6.855231392E1;3.547622681E-2;1.706451416E-2;-9.786947937E0;9.787027112E0
6.856235592E1;3.682342529E-2;2.993774414E-3;-9.787696381E0;9.787766107E0
6.857239692E1;1.975891113E-2;-2.499801636E-2;-9.801318054E0;9.801369849E0
6.858243792E1;1.451980591E-2;-4.460723877E-2;-9.805359650E0;9.805471865E0
6.859247892E1;-1.496887207E-3;-7.125183105E-2;-9.799671478E0;9.799930619E0
6.860252092E1;6.286926270E-3;-5.703140259E-2;-9.802515564E0;9.802683484E0
6.861256192E1;-6.586303711E-3;-4.296066284E-2;-9.826465759E0;9.826561877E0
6.862260292E1;-1.796264648E-3;-4.849914551E-2;-9.793234863E0;9.793355119E0
6.863264392E1;-1.646575928E-3;-3.817062378E-2;-9.785451050E0;9.785525635E0
6.864268592E1;2.844085693E-3;-1.242416382E-2;-9.789492645E0;9.789500942E0
6.865272692E1;1.092727661E-2;1.302291870E-2;-9.828262024E0;9.828276727E0
6.866276792E1;3.098556519E-2;1.347198486E-2;-9.810149689E0;9.810207873E0
6.867280892E1;2.095642090E-2;1.242416382E-2;-9.821076965E0;9.821107183E0
6.868285092E1;-6.885681152E-3;-1.047821045E-3;-9.810299377E0;9.810301850E0
6.869289192E1;-9.250762939E-2;-6.885681152E-3;-9.872120819E0;9.872556636E0
6.870293292E1;-1.166075134E-1;-2.020797729E-2;-9.863438873E0;9.864148827E0
6.871297392E1;-7.274871826E-2;-3.442840576E-2;-9.859247589E0;9.859576092E0
6.872301592E1;3.278182983E-2;-4.625381470E-2;-9.816137238E0;9.816300949E0
6.873305692E1;1.236428833E-1;-4.610412598E-2;-9.809401245E0;9.810288780E0
6.874309792E1;1.821711731E-1;-3.891906738E-2;-9.767039337E0;9.768815611E0
6.875313892E1;1.377136230E-1;-2.350112915E-2;-9.781559143E0;9.782556752E0
6.876318092E1;3.128494263E-2;2.200424194E-2;-9.784253540E0;9.784328299E0
6.877322192E1;-3.847000122E-2;3.008743286E-2;-9.854158173E0;9.854279197E0
6.878326292E1;-2.320175171E-2;2.829116821E-2;-9.830657043E0;9.830725132E0
6.879330392E1;3.547622681E-2;2.409988403E-2;-9.763596497E0;9.763690691E0
6.880334592E1;9.624984741E-2;4.041595459E-3;-9.732311554E0;9.732788324E0
6.881338692E1;1.083746338E-1;1.122665405E-2;-9.740394745E0;9.741004100E0
6.882342792E1;5.298980713E-2;-6.586303711E-3;-9.753717041E0;9.753863205E0
6.883346892E1;2.245330811E-3;-2.290237427E-2;-9.795330505E0;9.795357537E0
6.884351092E1;-0.000000000E0;-3.936813354E-2;-9.786648560E0;9.786727741E0
6.885355192E1;6.301895142E-2;-6.541397095E-2;-9.807604980E0;9.808025583E0
6.886359292E1;7.828720093E-2;-4.924758911E-2;-9.794881439E0;9.795318097E0
6.887363392E1;6.376739502E-2;-4.595443726E-2;-9.798623657E0;9.798938905E0
6.888367592E1;-5.089416504E-3;-1.960922241E-2;-9.811047821E0;9.811068737E0
6.889371750E1;7.185058594E-3;-1.197509766E-3;-9.842781830E0;9.842784525E0
6.890375850E1;7.828720093E-2;1.137634277E-2;-9.814490662E0;9.814809486E0
6.891379950E1;8.247848511E-2;3.652404785E-2;-9.817634125E0;9.818048508E0
6.892384150E1;4.056564331E-2;3.263214111E-2;-9.795031128E0;9.795169484E0
6.893388250E1;3.487747192E-2;3.293151855E-3;-9.810000000E0;9.810062552E0
6.894392350E1;1.901046753E-2;-1.586700439E-2;-9.819131012E0;9.819162235E0
6.895396450E1;4.775070190E-2;-5.748046875E-2;-9.826465759E0;9.826749893E0
6.896400650E1;4.685256958E-2;-4.640350342E-2;-9.818232880E0;9.818454325E0
6.897404750E1;3.712280273E-2;-2.469863892E-2;-9.810149689E0;9.810251018E0
6.898408850E1;2.769241333E-2;-1.272354126E-2;-9.844428406E0;9.844475577E0
6.899412950E1;3.367996216E-2;-2.395019531E-2;-9.804012451E0;9.804099556E0
6.900417150E1;3.966751099E-2;-2.664459229E-2;-9.810000000E0;9.810116383E0
6.901421250E1;3.412902832E-2;-2.320175171E-2;-9.827363892E0;9.827450543E0
6.902425350E1;2.724334717E-2;-2.903961182E-2;-9.855205994E0;9.855286433E0
6.903429450E1;-9.131011963E-3;3.143463135E-3;-9.820178833E0;9.820183581E0
6.904433650E1;1.886077881E-2;-2.963836670E-2;-9.832004242E0;9.832067004E0
6.905437750E1;4.071533203E-2;-1.990859985E-2;-9.822573853E0;9.822678412E0
6.906441850E1;6.676116943E-2;-2.799179077E-2;-9.820328522E0;9.820595342E0
6.907445950E1;6.735992432E-2;-1.017883301E-2;-9.809101868E0;9.809338429E0
6.908450050E1;5.822891235E-2;-6.885681152E-3;-9.825268250E0;9.825443206E0
6.909454250E1;2.844085693E-2;-1.002914429E-2;-9.821076965E0;9.821123267E0
6.910458350E1;1.586700439E-2;-6.137237549E-3;-9.824819183E0;9.824833913E0
6.911462450E1;1.766326904E-2;-2.918930054E-2;-9.811496887E0;9.811556206E0
6.912466550E1;4.760101318E-2;-1.526824951E-2;-9.798473969E0;9.798601486E0
6.913470750E1;4.385879517E-2;-2.679428101E-2;-9.797426147E0;9.797560954E0
6.914474850E1;1.930984497E-2;-1.646575928E-2;-9.817035370E0;9.817068170E0
6.915478950E1;-5.538482666E-3;-6.735992432E-3;-9.807155914E0;9.807159791E0
6.916483050E1;-1.212478638E-2;2.020797729E-2;-9.801767120E0;9.801795451E0
6.917487250E1;1.332229614E-2;1.272354126E-2;-9.759255524E0;9.759272911E0
6.918491350E1;4.385879517E-2;2.095642090E-3;-9.772727509E0;9.772826149E0
6.919495450E1;4.116439819E-2;-1.496887207E-4;-9.791887665E0;9.791974192E0
6.920499550E1;3.442840576E-2;-1.332229614E-2;-9.825567627E0;9.825636976E0
6.921503750E1;1.242416382E-2;-1.062789917E-2;-9.799072723E0;9.799086363E0
6.922507850E1;-1.047821045E-3;-8.831634521E-3;-9.831405487E0;9.831409510E0
6.923511950E1;1.871109009E-2;-2.829116821E-2;-9.817783813E0;9.817842406E0
6.924516050E1;6.286926270E-2;-5.014572144E-2;-9.808952179E0;9.809281828E0
6.925520250E1;8.951385498E-2;-5.029541016E-2;-9.791288910E0;9.791827249E0
6.926524350E1;6.286926270E-2;-2.469863892E-2;-9.841434631E0;9.841666433E0
6.927528450E1;5.149291992E-2;-2.709365845E-2;-9.847571869E0;9.847743767E0
6.928532550E1;2.933898926E-2;-1.646575928E-2;-9.848020935E0;9.848078403E0
6.929536750E1;1.766326904E-2;-2.095642090E-3;-9.826615448E0;9.826631546E0
6.930540850E1;5.074447632E-2;-6.137237549E-3;-9.834099884E0;9.834232720E0
6.931544950E1;6.017486572E-2;-2.933898926E-2;-9.818382568E0;9.818610800E0
6.932549050E1;4.026626587E-2;-5.164260864E-2;-9.829160156E0;9.829378297E0
6.933553250E1;3.098556519E-2;-3.667373657E-2;-9.853559418E0;9.853676383E0
6.934557350E1;7.933502197E-3;-3.218307495E-2;-9.812844086E0;9.812900068E0
6.935561450E1;3.532653809E-2;-3.113525391E-2;-9.826166382E0;9.826279211E0
6.936565550E1;2.305206299E-2;-2.874023438E-2;-9.802814941E0;9.802884176E0
6.937569750E1;5.777984619E-2;-2.784210205E-2;-9.805060272E0;9.805270044E0
