Vuosi,Kk,Pv,Klo,Aikavyöhyke,Hajasäteily (W/m2),Suorasäteily (W/m2),Kokonaissäteily (W/m2),Ilmakehän pitkäaaltosäteily (W/m2),Maanpinnan pitkäaaltosäteily (W/m2),Säteilytase (W/m2),Heijastunutsäteily (W/m2),Paisteaika (s),UV-B-säteily (index)
2010,1,1,00:00,UTC,0,,0,,,,,0,0
2010,1,1,01:00,UTC,0,,0,,,,,0,0
2010,1,1,02:00,UTC,0,,0,,,,,0,0
2010,1,1,03:00,UTC,-1,,0,,,,,0,0
2010,1,1,04:00,UTC,0,,0,,,,,0,0
2010,1,1,05:00,UTC,-1,,0,,,,,0,0
2010,1,1,06:00,UTC,-1,,0,,,,,0,0
2010,1,1,07:00,UTC,0,,0,,,,,0,0
2010,1,1,08:00,UTC,15,,15,,,,,0,0
2010,1,1,09:00,UTC,34,,39,,,,,0,0.1
2010,1,1,10:00,UTC,41,,78,,,,,60,0.1
2010,1,1,11:00,UTC,41,,78,,,,,60,0.1
2010,1,1,12:00,UTC,30,,49,,,,,60,0.1
2010,1,1,13:00,UTC,12,,15,,,,,0,0
2010,1,1,14:00,UTC,0,,0,,,,,0,0
2010,1,1,15:00,UTC,-1,,-1,,,,,0,0
2010,1,1,16:00,UTC,-1,,-1,,,,,0,0
2010,1,1,17:00,UTC,-1,,-1,,,,,0,0
2010,1,1,18:00,UTC,-1,,0,,,,,0,0
2010,1,1,19:00,UTC,-1,,-1,,,,,0,0
2010,1,1,20:00,UTC,-1,,-1,,,,,0,0
2010,1,1,21:00,UTC,-1,,-1,,,,,0,0
2010,1,1,22:00,UTC,-1,,-1,,,,,0,0
2010,1,1,23:00,UTC,-1,,0,,,,,0,0
2010,1,2,00:00,UTC,-1,,-1,,,,,0,0
2010,1,2,01:00,UTC,-1,,0,,,,,0,0
2010,1,2,02:00,UTC,0,,0,,,,,0,0
2010,1,2,03:00,UTC,0,,0,,,,,0,0
2010,1,2,04:00,UTC,0,,0,,,,,0,0
2010,1,2,05:00,UTC,0,,0,,,,,0,0
2010,1,2,06:00,UTC,0,,0,,,,,0,0
