Flag,NbPoints,Stdev,TIMESTAMP,co2
O,4,0.36000001430511475,2022-10-13 23:00:00,450.86700439453125
O,12,1.7730000019073486,2022-10-14 00:00:00,457.41400146484375
O,12,3.635999917984009,2022-10-14 01:00:00,456.02398681640625
O,12,2.4860000610351562,2022-10-14 02:00:00,451.4049987792969
O,12,1.3839999437332153,2022-10-14 03:00:00,443.3699951171875
O,6,1.7610000371932983,2022-10-14 04:00:00,443.1730041503906
O,12,3.888000011444092,2022-10-14 05:00:00,445.8529968261719
O,10,2.875999927520752,2022-10-14 06:00:00,449.4020080566406
O,8,1.8839999437332153,2022-10-14 07:00:00,459.5780029296875
O,12,1.7289999723434448,2022-10-14 08:00:00,455.3190002441406
O,12,4.293000221252441,2022-10-14 09:00:00,447.5270080566406
O,12,1.281000018119812,2022-10-14 10:00:00,438.677001953125
O,4,0.24799999594688416,2022-10-14 11:00:00,429.468994140625
O,12,0.27300000190734863,2022-10-14 12:00:00,424.6520080566406
O,12,2.263000011444092,2022-10-14 13:00:00,425.7120056152344
O,4,0.11900000274181366,2022-10-14 14:00:00,430.82501220703125
N,0,-9.989999771118164,2022-10-14 15:00:00,
N,0,-9.989999771118164,2022-10-14 16:00:00,
O,12,0.4690000116825104,2022-10-14 17:00:00,433.614013671875
O,12,0.8849999904632568,2022-10-14 18:00:00,431.76300048828125
O,4,0.44999998807907104,2022-10-14 19:00:00,436.5090026855469
O,12,1.4980000257492065,2022-10-14 20:00:00,436.7489929199219
O,12,1.3229999542236328,2022-10-14 21:00:00,435.010009765625
O,6,0.3490000069141388,2022-10-14 22:00:00,425.94500732421875
O,12,0.25200000405311584,2022-10-14 23:00:00,426.0899963378906
O,12,0.1899999976158142,2022-10-15 00:00:00,426.3399963378906
O,12,0.4650000035762787,2022-10-15 01:00:00,426.9540100097656
O,6,0.1459999978542328,2022-10-15 02:00:00,427.6929931640625
O,12,0.4729999899864197,2022-10-15 03:00:00,428.2309875488281
O,12,0.7149999737739563,2022-10-15 04:00:00,428.218994140625
O,4,0.16300000250339508,2022-10-15 05:00:00,428.9119873046875
O,12,0.8809999823570251,2022-10-15 06:00:00,430.1080017089844
O,12,1.190999984741211,2022-10-15 07:00:00,429.3340148925781
O,12,0.9020000100135803,2022-10-15 08:00:00,428.3330078125
O,12,0.25,2022-10-15 09:00:00,426.2300109863281
O,4,0.04699999839067459,2022-10-15 10:00:00,423.54998779296875
O,12,1.0219999551773071,2022-10-15 11:00:00,422.22100830078125
O,12,0.2540000081062317,2022-10-15 12:00:00,420.71099853515625
O,6,0.4000000059604645,2022-10-15 13:00:00,420.0920104980469
O,12,0.4620000123977661,2022-10-15 14:00:00,420.02398681640625
O,12,0.9570000171661377,2022-10-15 15:00:00,422.2049865722656
O,12,0.9100000262260437,2022-10-15 16:00:00,421.8089904785156
O,6,0.12300000339746475,2022-10-15 17:00:00,421.11199951171875
O,12,1.5379999876022339,2022-10-15 18:00:00,424.7770080566406
O,12,0.33000001311302185,2022-10-15 19:00:00,426.3940124511719
O,4,1.1990000009536743,2022-10-15 20:00:00,430.0360107421875
O,12,0.3930000066757202,2022-10-15 21:00:00,427.8500061035156
O,12,1.0410000085830688,2022-10-15 22:00:00,430.260986328125
O,12,0.5799999833106995,2022-10-15 23:00:00,428.03900146484375
O,12,0.9520000219345093,2022-10-16 00:00:00,430.47900390625
O,4,0.2549999952316284,2022-10-16 01:00:00,432.87701416015625
O,12,0.7960000038146973,2022-10-16 02:00:00,432.9540100097656
O,12,0.24199999868869781,2022-10-16 03:00:00,436.0889892578125
O,6,0.46799999475479126,2022-10-16 04:00:00,438.1400146484375
O,12,1.371999979019165,2022-10-16 05:00:00,440.6579895019531
O,12,4.443999767303467,2022-10-16 06:00:00,449.2149963378906
O,12,2.503999948501587,2022-10-16 07:00:00,456.0429992675781
O,6,1.909999966621399,2022-10-16 08:00:00,453.25299072265625
O,12,1.128999948501587,2022-10-16 09:00:00,454.0459899902344
O,12,0.5920000076293945,2022-10-16 10:00:00,449.47698974609375
O,4,0.7870000004768372,2022-10-16 11:00:00,447.7139892578125
O,12,1.3680000305175781,2022-10-16 12:00:00,438.9490051269531
O,12,0.7149999737739563,2022-10-16 13:00:00,433.70098876953125
O,12,0.6190000176429749,2022-10-16 14:00:00,431.42498779296875
N,0,-9.989999771118164,2022-10-16 15:00:00,
N,0,-9.989999771118164,2022-10-16 16:00:00,
O,4,0.4129999876022339,2022-10-16 17:00:00,429.75799560546875
O,12,2.7709999084472656,2022-10-16 18:00:00,432.1839904785156
O,12,2.3480000495910645,2022-10-16 19:00:00,431.9129943847656
O,12,1.6549999713897705,2022-10-16 20:00:00,437.7900085449219
O,4,0.23000000417232513,2022-10-16 21:00:00,439.3909912109375
O,12,2.7899999618530273,2022-10-16 22:00:00,448.79901123046875
O,12,4.598999977111816,2022-10-16 23:00:00,443.80999755859375
O,12,0.996999979019165,2022-10-17 00:00:00,438.4679870605469
O,6,4.3379998207092285,2022-10-17 01:00:00,444.885986328125
O,12,5.245999813079834,2022-10-17 02:00:00,441.906005859375
O,12,3.677000045776367,2022-10-17 03:00:00,452.70599365234375
O,10,2.240000009536743,2022-10-17 04:00:00,455.88299560546875
O,8,1.8559999465942383,2022-10-17 05:00:00,456.44500732421875
O,12,2.4600000381469727,2022-10-17 06:00:00,464.5979919433594
O,12,1.8029999732971191,2022-10-17 07:00:00,476.2040100097656
O,4,0.48899999260902405,2022-10-17 08:00:00,478.364013671875
O,12,9.628000259399414,2022-10-17 09:00:00,467.4729919433594
O,12,3.4709999561309814,2022-10-17 10:00:00,458.6130065917969
O,12,10.013999938964844,2022-10-17 11:00:00,462.1300048828125
O,4,0.7960000038146973,2022-10-17 12:00:00,455.2120056152344
O,12,3.319999933242798,2022-10-17 13:00:00,442.47100830078125
O,12,2.5409998893737793,2022-10-17 14:00:00,436.3550109863281
O,12,7.361000061035156,2022-10-17 15:00:00,444.2690124511719
O,6,0.2240000069141388,2022-10-17 16:00:00,429.2510070800781
O,12,3.377000093460083,2022-10-17 17:00:00,425.4179992675781
O,12,0.9559999704360962,2022-10-17 18:00:00,421.0830078125
O,10,3.7019999027252197,2022-10-17 19:00:00,430.3630065917969
O,8,5.60699987411499,2022-10-17 20:00:00,444.84100341796875
O,12,4.946000099182129,2022-10-17 21:00:00,455.8080139160156
O,12,2.4630000591278076,2022-10-17 22:00:00,457.3599853515625
O,4,1.7640000581741333,2022-10-17 23:00:00,452.85198974609375
O,12,6.099999904632568,2022-10-18 00:00:00,452.20098876953125
O,12,2.8469998836517334,2022-10-18 01:00:00,451.3999938964844
O,12,2.6679999828338623,2022-10-18 02:00:00,453.5090026855469
O,4,0.5509999990463257,2022-10-18 03:00:00,451.7929992675781
O,12,3.940000057220459,2022-10-18 04:00:00,480.0140075683594
O,12,3.5290000438690186,2022-10-18 05:00:00,488.59100341796875
O,12,2.0880000591278076,2022-10-18 06:00:00,493.0950012207031
N,0,-9.989999771118164,2022-10-18 07:00:00,
N,0,-9.989999771118164,2022-10-18 08:00:00,
N,0,-9.989999771118164,2022-10-18 09:00:00,
N,0,-9.989999771118164,2022-10-18 10:00:00,
N,0,-9.989999771118164,2022-10-18 11:00:00,
N,0,-9.989999771118164,2022-10-18 12:00:00,
N,0,-9.989999771118164,2022-10-18 13:00:00,
